Started at: Wed Nov 17 11:31:31 2021

Using random seed: 1637145091
Map: .\res\textures\testmap_no_walls_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 2
12.0002 0 0 4
14.4002 0 0 8
16.8003 0 0 8
19.2003 0 0 9
21.6004 0 0 10
24.0005 0 0 12
26.4005 0 0 12
28.8006 0 0 13
31.2006 1 1 12
33.6004 1 0 12
36 2 1 11
38.3996 2 0 11
40.7992 2 0 11
43.1988 2 0 11
45.5984 2 0 11
47.998 3 1 10
50.3975 3 0 10
52.7971 3 0 10
55.1967 3 0 10
57.5963 3 0 10
59.9959 3 0 10
62.3955 3 0 10
64.7954 3 0 10
67.1959 3 0 10
69.5965 3 0 10
71.997 3 0 10
74.3975 3 0 11
76.798 7 4 7
79.1985 8 1 6
81.599 8 0 7
83.9995 8 0 7
86.4 8 0 7
88.8006 8 0 7
91.2011 8 0 7
93.6016 9 1 6
96.0021 9 0 6
98.4026 9 0 6
100.803 9 0 6
103.204 10 1 6
105.604 10 0 6
108.005 10 0 6
110.405 10 0 7
112.806 10 0 7
115.206 10 0 7
117.607 10 0 7
120.007 10 0 7
122.408 10 0 7
124.808 11 1 6
127.209 12 1 5
129.608 12 0 5
132.007 12 0 5
134.405 12 0 5
136.804 12 0 5
139.203 12 0 6
141.601 12 0 6
144 12 0 7
146.399 12 0 9
148.798 12 0 11
151.196 12 0 11
153.595 12 0 11
155.994 12 0 11
158.392 12 0 11
160.791 12 0 11
163.19 12 0 11
165.588 13 1 10
167.987 13 0 10
170.386 13 0 11
172.784 14 1 10
175.183 14 0 12
177.582 14 0 12
179.98 14 0 12
182.379 14 0 12
184.778 14 0 12
187.176 14 0 12
189.575 14 0 12
191.974 15 1 11
194.372 15 0 11
196.771 15 0 11
199.17 15 0 11
201.568 15 0 11
203.967 15 0 11
206.366 15 0 11
208.765 15 0 11
211.163 15 0 11
213.562 15 0 11
215.961 15 0 13
218.359 15 0 13
220.758 15 0 14
223.157 15 0 14
225.555 15 0 15
227.954 15 0 15
230.353 15 0 15
232.751 15 0 15
235.15 15 0 15
237.549 16 1 14
239.947 17 1 13
242.346 17 0 13
244.745 18 1 12
247.143 18 0 12
249.542 18 0 12
251.941 18 0 12
254.339 20 2 10
256.739 21 1 9
259.142 21 0 9
261.544 21 0 9
263.946 21 0 9
266.349 21 0 9
268.751 21 0 9
271.153 21 0 9
273.556 21 0 9
275.958 22 1 9
278.36 22 0 10
280.763 22 0 11
283.165 24 2 9
285.567 24 0 11
287.97 24 0 14
290.372 26 2 13
292.774 27 1 12
295.177 32 5 8
297.579 32 0 9
299.981 34 2 11
302.384 36 2 11
304.786 41 5 8
307.189 44 3 7
309.591 46 2 10
311.993 49 3 11
314.396 53 4 9
316.798 57 4 6
319.2 58 1 9
321.603 60 2 12
324.005 64 4 10
326.407 70 6 6
328.81 73 3 6
331.212 74 1 11
333.614 77 3 12
336.017 83 6 7
338.419 88 5 4
340.821 89 1 7
343.224 91 2 11
345.626 94 3 11
348.028 102 8 4
350.431 105 3 5
352.833 106 1 12
355.235 109 3 12
357.638 116 7 6
360.04 121 5 3
362.442 122 1 7
364.845 123 1 13
367.247 127 4 10
369.649 134 7 4
372.052 137 3 5
374.454 138 1 12
376.856 142 4 11
379.259 149 7 5
381.661 153 4 4
384.064 154 1 10
386.466 156 2 12
388.868 160 4 9
391.271 167 7 4
393.673 169 2 6
396.075 170 1 12
398.478 174 4 11
400.88 182 8 4
403.282 185 3 4
405.685 186 1 11
408.087 189 3 12
410.489 194 5 8
412.892 199 5 5
415.294 200 1 8
417.696 202 2 11
420.099 206 4 10
422.501 213 7 4
424.903 216 3 6
427.306 217 1 12
429.708 221 4 11
432.11 227 6 6
434.513 232 5 5
436.915 233 1 8
439.317 236 3 11
441.72 239 3 9
444.122 245 6 5
446.524 248 3 6
448.927 249 1 12
451.329 254 5 10
453.731 260 6 5
456.134 264 4 5
458.536 265 1 10
460.939 269 4 11
463.341 272 3 9
465.743 279 7 5
468.146 280 1 7
470.548 281 1 12
472.95 286 5 10
475.353 293 7 4
477.755 296 3 5
480.157 297 1 11
482.56 301 4 11
484.962 306 5 7
487.364 311 5 5
489.767 313 2 7
492.169 315 2 11
494.571 319 4 9
496.974 325 6 4
499.376 328 3 6
501.778 329 1 12
504.181 333 4 11
506.583 340 7 5
508.985 344 4 5
511.388 345 1 10
513.79 347 2 12
516.192 351 4 10
518.595 358 7 4
520.997 360 2 7
523.399 361 1 12
525.802 366 5 10
528.204 373 7 4
530.606 376 3 5
533.009 377 1 11
535.411 380 3 12
537.813 385 5 8
540.216 391 6 4
542.618 392 1 7
