Started at: Thu Nov 18 00:55:38 2021

Using random seed: 1637193338
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 0
12.0002 0 0 0
14.4002 0 0 0
16.8003 0 0 0
19.2003 0 0 0
21.6004 0 0 0
24.0005 0 0 0
26.4005 0 0 0
28.8006 0 0 0
31.2006 0 0 1
33.6004 0 0 1
36 0 0 1
38.3996 0 0 1
40.7992 0 0 1
43.1988 0 0 1
45.5984 1 1 0
47.998 1 0 0
50.3975 1 0 0
52.7971 1 0 0
55.1967 1 0 1
57.5963 1 0 2
59.9959 1 0 2
62.3955 1 0 2
64.7954 1 0 2
67.1959 1 0 2
69.5965 1 0 3
71.997 1 0 3
74.3975 1 0 3
76.798 2 1 2
79.1985 2 0 2
81.599 2 0 2
83.9995 2 0 2
86.4 2 0 2
88.8006 2 0 2
91.2011 2 0 2
93.6016 2 0 2
96.0021 2 0 2
98.4026 2 0 3
100.803 2 0 3
103.204 2 0 3
105.604 2 0 3
108.005 2 0 3
110.405 2 0 4
112.806 2 0 5
115.206 2 0 5
117.607 3 1 4
120.007 3 0 4
122.408 3 0 4
124.808 3 0 4
127.209 3 0 4
129.608 3 0 4
132.007 3 0 4
134.405 3 0 5
136.804 3 0 5
139.203 3 0 5
141.601 3 0 5
144 3 0 5
146.399 3 0 5
148.798 3 0 5
151.196 3 0 5
153.595 3 0 5
155.994 3 0 5
158.392 3 0 6
160.791 3 0 6
163.19 3 0 6
165.588 3 0 6
167.987 3 0 6
170.386 3 0 6
172.784 3 0 6
175.183 3 0 6
177.582 3 0 6
179.98 3 0 6
182.379 3 0 6
184.778 4 1 5
187.176 4 0 5
189.575 4 0 5
191.974 4 0 5
194.372 4 0 5
196.771 4 0 5
199.17 5 1 4
201.568 5 0 4
203.967 5 0 4
206.366 6 1 3
208.765 6 0 3
211.163 7 1 2
213.562 7 0 2
215.961 7 0 2
218.359 7 0 2
220.758 7 0 2
223.157 7 0 3
225.555 7 0 3
227.954 7 0 3
230.353 7 0 3
232.751 7 0 3
235.15 7 0 3
237.549 7 0 3
239.947 7 0 3
242.346 7 0 3
244.745 7 0 3
247.143 7 0 3
249.542 7 0 4
251.941 7 0 4
254.339 7 0 4
256.739 8 1 3
259.142 8 0 3
261.544 8 0 3
263.946 8 0 3
266.349 8 0 3
268.751 8 0 3
271.153 9 1 2
273.556 9 0 2
275.958 9 0 2
278.36 9 0 2
280.763 9 0 2
283.165 9 0 2
285.567 9 0 2
287.97 9 0 2
290.372 9 0 2
292.774 9 0 2
295.177 9 0 2
297.579 9 0 2
299.981 9 0 2
302.384 9 0 2
304.786 9 0 2
307.189 9 0 2
309.591 9 0 4
311.993 9 0 4
314.396 9 0 5
316.798 9 0 5
319.2 9 0 5
321.603 9 0 5
324.005 9 0 5
326.407 9 0 5
328.81 9 0 5
331.212 9 0 5
333.614 9 0 5
336.017 9 0 5
338.419 9 0 5
340.821 9 0 5
343.224 9 0 5
345.626 9 0 5
348.028 9 0 5
350.431 9 0 5
352.833 9 0 5
355.235 9 0 5
357.638 9 0 5
360.04 9 0 5
362.442 9 0 5
364.845 9 0 5
367.247 9 0 5
369.649 9 0 5
372.052 9 0 5
374.454 9 0 5
376.856 9 0 5
379.259 9 0 5
381.661 10 1 4
384.064 10 0 4
386.466 10 0 4
388.868 10 0 4
391.271 10 0 5
393.673 10 0 5
396.075 10 0 6
398.478 10 0 6
400.88 10 0 6
403.282 10 0 6
405.685 10 0 6
408.087 10 0 6
410.489 10 0 6
412.892 10 0 6
415.294 10 0 6
417.696 10 0 6
420.099 11 1 5
422.501 11 0 5
424.903 11 0 5
427.306 11 0 5
429.708 11 0 5
432.11 11 0 5
434.513 11 0 5
436.915 11 0 5
439.317 11 0 6
441.72 11 0 6
444.122 11 0 6
446.524 11 0 6
448.927 12 1 6
451.329 12 0 6
453.731 12 0 6
456.134 12 0 6
458.536 12 0 6
460.939 12 0 6
463.341 12 0 6
465.743 12 0 6
468.146 12 0 6
470.548 12 0 6
472.95 12 0 6
475.353 13 1 5
477.755 13 0 5
480.157 13 0 5
482.56 13 0 5
484.962 13 0 5
487.364 13 0 5
489.767 13 0 5
492.169 13 0 5
494.571 13 0 5
496.974 13 0 5
499.376 14 1 4
501.778 14 0 4
504.181 14 0 4
506.583 14 0 4
508.985 14 0 4
511.388 14 0 4
513.79 14 0 4
516.192 14 0 4
518.595 14 0 5
520.997 14 0 5
523.399 14 0 5
525.802 14 0 5
528.204 14 0 5
530.606 14 0 5
533.009 14 0 5
535.411 14 0 5
537.813 14 0 5
540.216 14 0 5
542.618 14 0 5
545.021 14 0 5
547.423 14 0 5
549.825 14 0 5
552.228 14 0 5
554.63 14 0 5
557.032 14 0 5
559.435 14 0 5
561.837 14 0 5
564.239 14 0 5
566.642 14 0 5
569.044 14 0 5
571.446 14 0 5
573.849 14 0 5
576.251 14 0 5
578.653 14 0 5
581.056 14 0 6
583.458 14 0 6
585.86 14 0 6
588.263 14 0 6
590.665 14 0 6
593.067 14 0 6
595.47 15 1 5
597.872 15 0 5
600.274 15 0 5
602.677 15 0 5
605.079 15 0 5
607.481 15 0 5
609.884 15 0 5
612.286 16 1 4
614.688 16 0 4
617.091 16 0 4
619.493 16 0 4
621.896 16 0 4
624.298 16 0 4
626.7 16 0 4
629.103 16 0 4
631.505 16 0 4
633.907 16 0 5
636.31 16 0 5
638.712 16 0 5
641.114 16 0 5
643.517 16 0 6
645.919 16 0 6
648.321 16 0 6
650.724 17 1 5
653.126 17 0 5
655.528 17 0 5
657.931 17 0 5
660.333 17 0 5
662.735 17 0 5
665.138 17 0 5
667.54 17 0 5
669.942 17 0 5
672.345 17 0 5
674.747 17 0 5
677.149 17 0 5
679.552 17 0 5
681.954 17 0 5
684.356 17 0 5
686.759 17 0 5
689.161 17 0 5
691.563 17 0 5
693.966 17 0 5
696.368 17 0 5
698.771 17 0 5
701.173 17 0 5
703.575 17 0 5
705.978 17 0 5
708.38 17 0 5
710.782 17 0 5
713.185 17 0 5
715.587 17 0 5
717.989 18 1 4
720.392 18 0 4
722.794 18 0 4
725.196 18 0 4
727.599 18 0 4
730.001 18 0 4
732.403 19 1 3
734.806 19 0 3
737.208 19 0 3
739.61 19 0 3
742.013 19 0 3
744.415 19 0 3
746.817 19 0 3
749.22 19 0 3
751.622 19 0 3
754.024 19 0 3
756.427 19 0 3
758.829 19 0 3
761.231 19 0 3
763.634 19 0 4
766.036 19 0 4
768.438 19 0 4
770.841 20 1 3
773.243 20 0 4
775.646 21 1 3
778.048 21 0 3
780.45 21 0 3
782.853 21 0 3
785.255 21 0 3
787.657 21 0 3
790.06 21 0 3
792.462 21 0 3
794.864 21 0 3
797.267 21 0 3
799.669 21 0 3
802.071 21 0 3
804.474 21 0 3
806.876 21 0 3
809.278 21 0 3
811.681 21 0 3
814.083 21 0 3
816.485 21 0 3
818.888 21 0 3
821.29 22 1 3
823.692 22 0 3
826.095 22 0 3
828.497 22 0 3
830.899 22 0 3
833.302 22 0 3
835.704 22 0 3
838.106 22 0 3
840.509 22 0 3
842.911 22 0 3
845.313 22 0 3
847.716 22 0 3
850.118 22 0 3
852.521 22 0 3
854.923 22 0 3
857.325 22 0 3
859.728 22 0 3
862.13 22 0 3
864.532 22 0 3
866.935 22 0 3
869.337 22 0 3
871.739 22 0 3
874.142 22 0 3
876.544 22 0 3
878.946 22 0 3
881.349 22 0 3
883.751 22 0 3
886.153 22 0 3
888.556 22 0 3
890.958 22 0 3
893.36 22 0 3
895.763 22 0 3
898.165 22 0 3
900.567 22 0 3
902.97 22 0 3
905.372 22 0 3
907.774 22 0 3
910.177 22 0 3
912.579 23 1 2
914.981 23 0 2
917.384 23 0 2
919.786 23 0 2
922.188 24 1 1
924.591 24 0 1
926.993 24 0 1
929.396 24 0 1
931.798 24 0 1
934.2 24 0 1
936.603 24 0 1
939.005 24 0 1
941.407 24 0 1
943.81 24 0 1
946.212 24 0 1
948.614 24 0 1
951.017 24 0 1
953.419 24 0 1
955.821 24 0 1
958.224 24 0 1
960.626 24 0 1
963.028 24 0 1
965.431 24 0 1
967.833 24 0 1
970.235 24 0 1
972.638 24 0 2
975.04 24 0 2
977.442 24 0 2
979.845 24 0 2
982.247 24 0 2
984.649 24 0 2
987.052 24 0 3
989.454 24 0 3
991.856 24 0 3
994.259 24 0 3
996.661 24 0 4
999.063 24 0 4
1001.47 24 0 4
1003.87 24 0 5
1006.27 24 0 5
1008.67 24 0 5
1011.08 24 0 6
1013.48 24 0 6
1015.88 24 0 6
1018.28 24 0 6
1020.68 24 0 6
1023.09 24 0 6
1025.49 24 0 6
1027.89 24 0 6
1030.29 24 0 6
1032.7 25 1 5
1035.1 25 0 5
1037.5 25 0 5
1039.9 26 1 4
1042.31 26 0 4
1044.71 26 0 4
1047.11 26 0 4
1049.51 26 0 4
1051.92 26 0 4
1054.32 26 0 4
1056.72 26 0 4
1059.12 26 0 4
1061.52 26 0 4
1063.93 26 0 4
1066.33 26 0 4
1068.73 26 0 4
1071.13 26 0 4
1073.54 26 0 4
1075.94 26 0 4
1078.34 26 0 4
1080.74 26 0 4
1083.15 26 0 4
1085.55 26 0 4
1087.95 26 0 4
1090.35 26 0 4
1092.75 26 0 4
1095.16 26 0 4
1097.56 26 0 4
1099.96 26 0 5
1102.36 26 0 5
1104.77 26 0 5
1107.17 26 0 5
1109.57 26 0 5
1111.97 26 0 5
1114.38 26 0 5
1116.78 27 1 4
1119.18 27 0 4
1121.58 27 0 4
1123.99 27 0 4
1126.39 27 0 4
1128.79 27 0 4
1131.19 27 0 4
1133.59 27 0 4
1136 27 0 4
1138.4 28 1 4
1140.8 28 0 4
1143.2 28 0 4
1145.61 28 0 4
1148.01 28 0 4
1150.41 28 0 4
1152.81 28 0 4
1155.22 28 0 4
1157.62 28 0 4
1160.02 28 0 5
1162.42 28 0 6
1164.83 28 0 6
1167.23 28 0 6
1169.63 28 0 6
1172.03 28 0 6
1174.43 28 0 6
1176.84 28 0 6
1179.24 28 0 6
1181.64 28 0 6
1184.04 28 0 6
1186.45 28 0 6
1188.85 28 0 6
1191.25 28 0 6
1193.65 28 0 6
1196.06 28 0 6
1198.46 28 0 6
1200.86 28 0 6
1203.26 28 0 6
1205.67 28 0 6
1208.07 28 0 6
1210.47 28 0 6
1212.87 28 0 6
1215.27 28 0 6
1217.68 28 0 6
1220.08 28 0 6
1222.48 28 0 6
1224.88 29 1 5
1227.29 29 0 5
1229.69 29 0 5
1232.09 29 0 5
1234.49 29 0 5
1236.9 29 0 5
1239.3 29 0 5
1241.7 29 0 5
1244.1 29 0 5
1246.5 29 0 5
1248.91 29 0 5
1251.31 29 0 5
1253.71 29 0 5
1256.11 29 0 5
1258.52 29 0 5
1260.92 29 0 5
1263.32 29 0 5
1265.72 30 1 4
1268.13 30 0 4
1270.53 30 0 4
1272.93 30 0 4
1275.33 30 0 4
1277.74 30 0 4
1280.14 30 0 4
1282.54 30 0 4
1284.94 30 0 4
1287.34 30 0 4
1289.75 30 0 4
1292.15 30 0 4
1294.55 30 0 4
1296.95 31 1 4
1299.36 31 0 4
1301.76 31 0 4
1304.16 31 0 4
1306.56 31 0 4
1308.97 31 0 4
1311.37 31 0 4
1313.77 31 0 4
1316.17 31 0 4
1318.58 31 0 4
1320.98 31 0 4
1323.38 31 0 4
1325.78 31 0 4
1328.18 31 0 4
1330.59 31 0 4
1332.99 31 0 4
1335.39 31 0 4
1337.79 31 0 4
1340.2 32 1 3
1342.6 32 0 3
1345 32 0 3
1347.4 32 0 3
1349.81 32 0 3
1352.21 32 0 3
1354.61 32 0 3
1357.01 32 0 3
1359.42 32 0 3
1361.82 32 0 3
1364.22 32 0 3
1366.62 32 0 3
1369.02 32 0 3
1371.43 32 0 3
1373.83 32 0 3
1376.23 32 0 4
1378.63 32 0 4
1381.04 32 0 4
1383.44 32 0 5
1385.84 32 0 5
1388.24 32 0 5
1390.65 32 0 5
1393.05 32 0 5
1395.45 32 0 5
1397.85 32 0 5
1400.25 33 1 4
1402.66 33 0 4
1405.06 33 0 4
1407.46 33 0 4
1409.86 33 0 4
1412.27 33 0 4
1414.67 33 0 4
1417.07 33 0 4
1419.47 33 0 4
1421.88 33 0 4
1424.28 33 0 4
1426.68 33 0 5
1429.08 33 0 6
1431.49 34 1 5
1433.89 34 0 5
1436.29 34 0 5
1438.69 34 0 5
1441.09 34 0 5
1443.5 34 0 5
1445.9 34 0 5
1448.3 34 0 5
1450.7 34 0 5
1453.11 34 0 5
1455.51 34 0 5
1457.91 34 0 5
1460.31 34 0 5
1462.72 34 0 5
1465.12 34 0 5
1467.52 34 0 5
1469.92 34 0 5
1472.33 34 0 5
1474.73 34 0 5
1477.13 34 0 5
1479.53 34 0 5
1481.93 34 0 5
1484.34 34 0 5
1486.74 35 1 4
1489.14 35 0 4
1491.54 35 0 4
1493.95 35 0 4
1496.35 35 0 4
1498.75 35 0 4
1501.15 35 0 4
1503.56 35 0 4
1505.96 35 0 4
1508.36 35 0 4
1510.76 35 0 4
1513.17 35 0 4
1515.57 35 0 4
1517.97 35 0 4
1520.37 35 0 4
1522.77 35 0 4
1525.18 35 0 4
1527.58 36 1 4
1529.98 36 0 4
1532.38 36 0 4
1534.79 36 0 4
1537.19 36 0 4
1539.59 36 0 4
1541.99 36 0 4
1544.4 36 0 4
1546.8 36 0 4
1549.2 36 0 4
1551.6 36 0 4
1554 36 0 4
1556.41 36 0 4
1558.81 36 0 4
1561.21 36 0 4
1563.61 36 0 4
1566.02 36 0 4
1568.42 36 0 4
1570.82 36 0 4
1573.22 36 0 4
1575.63 36 0 4
1578.03 36 0 4
1580.43 36 0 4
1582.83 36 0 4
1585.24 36 0 4
1587.64 36 0 4
1590.04 36 0 4
1592.44 36 0 4
1594.84 36 0 4
1597.25 36 0 4
1599.65 37 1 3
1602.05 37 0 3


