Started at: Thu Nov 18 02:13:03 2021

Using random seed: 1637197983
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 2
12.0002 0 0 6
14.4002 0 0 15
16.8003 0 0 29
19.2003 0 0 57
21.6004 0 0 101
24.0005 0 0 148
26.4005 0 0 194
28.8006 0 0 251
31.2006 0 0 311
33.6004 0 0 367
36 0 0 421
38.3996 2 2 472
40.7992 4 2 520
43.1988 6 2 569
45.5984 8 2 640
47.998 11 3 702
50.3975 15 4 769
52.7971 19 4 825
55.1967 25 6 882
57.5963 30 5 931
59.9959 37 7 984
62.3955 43 6 1040
64.7954 53 10 1082
67.1959 63 10 1143
69.5965 74 11 1192
71.997 91 17 1219
74.3975 98 7 1263
76.798 116 18 1294
79.1985 141 25 1323
81.599 163 22 1359
83.9995 172 9 1394
86.4 194 22 1416
88.8006 210 16 1441
91.2011 229 19 1467
93.6016 254 25 1475
96.0021 273 19 1496
98.4026 298 25 1516
100.803 309 11 1543
103.204 341 32 1532
105.604 363 22 1514
108.005 383 20 1494
110.405 401 18 1476
112.806 421 20 1456
115.206 456 35 1421
117.607 483 27 1394
120.007 502 19 1375
122.408 519 17 1358
124.808 537 18 1340
127.209 565 28 1312
129.608 586 21 1291
132.007 611 25 1266
134.405 628 17 1249
136.804 657 29 1220
139.203 688 31 1189
141.601 716 28 1161
144 740 24 1137
146.399 760 20 1117
148.798 784 24 1093
151.196 802 18 1075
153.595 821 19 1056
155.994 841 20 1036
158.392 862 21 1015
160.791 885 23 992
163.19 908 23 969
165.588 926 18 951
167.987 940 14 937
170.386 964 24 913
172.784 976 12 901
175.183 994 18 883
177.582 1008 14 869
179.98 1029 21 848
182.379 1043 14 834
184.778 1057 14 820
187.176 1070 13 807
189.575 1080 10 797
191.974 1091 11 786
194.372 1101 10 776
196.771 1118 17 759
199.17 1133 15 744
201.568 1143 10 734
203.967 1160 17 717
206.366 1184 24 693
208.765 1202 18 675
211.163 1210 8 667
213.562 1223 13 654
215.961 1236 13 641
218.359 1253 17 624
220.758 1261 8 616
223.157 1271 10 606
225.555 1280 9 597
227.954 1293 13 584
230.353 1304 11 573
232.751 1313 9 564
235.15 1324 11 553
237.549 1335 11 542
239.947 1341 6 536
242.346 1351 10 526
244.745 1362 11 515
247.143 1373 11 504
249.542 1380 7 497
251.941 1389 9 488
254.339 1403 14 474
256.739 1411 8 466
259.142 1418 7 459
261.544 1429 11 448
263.946 1439 10 438
266.349 1447 8 430
268.751 1454 7 423
271.153 1462 8 415
273.556 1469 7 408
275.958 1477 8 400
278.36 1485 8 392
280.763 1495 10 382
283.165 1498 3 379
285.567 1505 7 372
287.97 1515 10 362
290.372 1522 7 355
292.774 1527 5 350
295.177 1535 8 342
297.579 1541 6 336
299.981 1552 11 325
302.384 1559 7 318
304.786 1564 5 313
307.189 1571 7 306
309.591 1579 8 298
311.993 1588 9 289
314.396 1596 8 281
316.798 1599 3 278
319.2 1606 7 271
321.603 1614 8 263
324.005 1615 1 262
326.407 1620 5 257
328.81 1626 6 251
331.212 1631 5 246
333.614 1636 5 241
336.017 1639 3 238
338.419 1644 5 233
340.821 1650 6 227
343.224 1655 5 222
345.626 1658 3 219
348.028 1664 6 213
350.431 1666 2 211
352.833 1673 7 204
355.235 1678 5 199
357.638 1682 4 195
360.04 1687 5 190
362.442 1694 7 183
364.845 1700 6 177
367.247 1704 4 173
369.649 1706 2 171
372.052 1708 2 169
374.454 1708 0 169
376.856 1712 4 165
379.259 1713 1 164
381.661 1714 1 163
384.064 1717 3 160
386.466 1717 0 160
388.868 1723 6 154
391.271 1726 3 151
393.673 1727 1 150
396.075 1729 2 148
398.478 1730 1 147
400.88 1731 1 146
403.282 1733 2 144
405.685 1737 4 140
408.087 1742 5 135
410.489 1744 2 133
412.892 1745 1 132
415.294 1747 2 130
417.696 1748 1 129
420.099 1749 1 128
422.501 1750 1 127
424.903 1751 1 126
427.306 1751 0 126
429.708 1751 0 126
432.11 1751 0 126
434.513 1754 3 123
436.915 1760 6 117
439.317 1765 5 112
441.72 1765 0 112
444.122 1766 1 111
446.524 1767 1 110
448.927 1768 1 109
451.329 1769 1 108
453.731 1771 2 106
456.134 1772 1 105
458.536 1774 2 103
460.939 1775 1 102
463.341 1776 1 101
465.743 1776 0 101
468.146 1777 1 100
470.548 1779 2 98
472.95 1779 0 98
475.353 1780 1 97
477.755 1781 1 96
480.157 1782 1 95
482.56 1784 2 93
484.962 1785 1 92
487.364 1786 1 91
489.767 1787 1 90
492.169 1789 2 88
494.571 1790 1 87
496.974 1792 2 85
499.376 1794 2 83
501.778 1795 1 82
504.181 1797 2 80
506.583 1797 0 80
508.985 1797 0 80
511.388 1797 0 80
513.79 1798 1 79
516.192 1800 2 77
518.595 1800 0 77
520.997 1800 0 77
523.399 1801 1 76
525.802 1802 1 75
528.204 1803 1 74
530.606 1804 1 73
533.009 1804 0 73
535.411 1806 2 71
537.813 1807 1 70
540.216 1807 0 70
542.618 1807 0 70
545.021 1807 0 70
547.423 1809 2 68
549.825 1810 1 67
552.228 1813 3 64
554.63 1817 4 60
557.032 1818 1 59
559.435 1818 0 59
561.837 1819 1 58
564.239 1820 1 57
566.642 1822 2 55
569.044 1822 0 55
571.446 1823 1 54
573.849 1823 0 54
576.251 1824 1 53
578.653 1825 1 52
581.056 1826 1 51
583.458 1826 0 51
585.86 1826 0 51
588.263 1826 0 51
590.665 1826 0 51
593.067 1827 1 50
595.47 1827 0 50
597.872 1827 0 50
600.274 1828 1 49
602.677 1828 0 49
605.079 1828 0 49
607.481 1829 1 48
609.884 1830 1 47
612.286 1830 0 47
614.688 1831 1 46
617.091 1831 0 46
619.493 1831 0 46
621.896 1831 0 46
624.298 1831 0 46
626.7 1831 0 46
629.103 1832 1 45
631.505 1832 0 45
633.907 1832 0 45
636.31 1833 1 44
638.712 1833 0 44
641.114 1833 0 44
643.517 1834 1 43
645.919 1834 0 43
648.321 1835 1 42
650.724 1835 0 42
653.126 1835 0 42
655.528 1835 0 42
657.931 1837 2 40
660.333 1837 0 40
662.735 1837 0 40
665.138 1837 0 40
667.54 1838 1 39
669.942 1839 1 38
672.345 1839 0 38
674.747 1839 0 38
677.149 1839 0 38
679.552 1841 2 36
681.954 1841 0 36
684.356 1841 0 36
686.759 1841 0 36
689.161 1841 0 36
691.563 1842 1 35
693.966 1842 0 35
696.368 1842 0 35
698.771 1842 0 35
701.173 1842 0 35
703.575 1842 0 35
705.978 1842 0 35
708.38 1842 0 35
710.782 1842 0 35
713.185 1843 1 34
715.587 1843 0 34
717.989 1844 1 33
720.392 1844 0 33
722.794 1844 0 33
725.196 1844 0 33
727.599 1844 0 33
730.001 1844 0 33
732.403 1844 0 33
734.806 1844 0 33
737.208 1844 0 33
739.61 1844 0 33
742.013 1844 0 33
744.415 1844 0 33
746.817 1844 0 33
749.22 1844 0 33
751.622 1845 1 32
754.024 1845 0 32
756.427 1845 0 32
758.829 1845 0 32
761.231 1845 0 32
763.634 1845 0 32
766.036 1845 0 32
768.438 1845 0 32
770.841 1845 0 32
773.243 1845 0 32
775.646 1845 0 32
778.048 1845 0 32
780.45 1845 0 32
782.853 1846 1 31
785.255 1846 0 31
787.657 1846 0 31
790.06 1846 0 31
792.462 1846 0 31
794.864 1846 0 31
797.267 1846 0 31
799.669 1846 0 31
802.071 1846 0 31
804.474 1846 0 31
806.876 1847 1 30
809.278 1847 0 30
811.681 1847 0 30
814.083 1847 0 30
816.485 1847 0 30
818.888 1847 0 30
821.29 1847 0 30
823.692 1847 0 30
826.095 1847 0 30
828.497 1847 0 30
830.899 1847 0 30
833.302 1847 0 30
835.704 1847 0 30
838.106 1847 0 30
840.509 1848 1 29
842.911 1849 1 28
845.313 1849 0 28
847.716 1849 0 28
850.118 1849 0 28
852.521 1849 0 28
854.923 1849 0 28
857.325 1850 1 27
859.728 1850 0 27
862.13 1850 0 27
864.532 1850 0 27
866.935 1850 0 27
869.337 1850 0 27
871.739 1850 0 27
874.142 1850 0 27
876.544 1850 0 27
878.946 1850 0 27
881.349 1850 0 27
883.751 1850 0 27
886.153 1850 0 27
888.556 1850 0 27
890.958 1850 0 27
893.36 1850 0 27
895.763 1850 0 27
898.165 1850 0 27
900.567 1850 0 27
902.97 1850 0 27
905.372 1850 0 27
907.774 1850 0 27
910.177 1850 0 27
912.579 1850 0 27
914.981 1850 0 27
917.384 1850 0 27
919.786 1850 0 27
922.188 1850 0 27
924.591 1850 0 27
926.993 1850 0 27
929.396 1850 0 27
931.798 1850 0 27
934.2 1850 0 27
936.603 1850 0 27
939.005 1850 0 27
941.407 1850 0 27
943.81 1850 0 27
946.212 1850 0 27
948.614 1850 0 27
951.017 1850 0 27
953.419 1850 0 27
955.821 1850 0 27
958.224 1850 0 27
960.626 1850 0 27
963.028 1850 0 27
965.431 1850 0 27
967.833 1850 0 27
970.235 1851 1 26
972.638 1851 0 26
975.04 1851 0 26
977.442 1851 0 26
979.845 1851 0 26
982.247 1851 0 26
984.649 1851 0 26
987.052 1851 0 26
989.454 1851 0 26
991.856 1851 0 26
994.259 1851 0 26
996.661 1851 0 26
999.063 1851 0 26
1001.47 1851 0 26
1003.87 1851 0 26
1006.27 1851 0 26
1008.67 1851 0 26
1011.08 1851 0 26
1013.48 1851 0 26
1015.88 1851 0 26
1018.28 1851 0 26
1020.68 1851 0 26
1023.09 1851 0 26
1025.49 1851 0 26
1027.89 1851 0 26
1030.29 1851 0 26
1032.7 1851 0 26
1035.1 1851 0 26
1037.5 1851 0 26
1039.9 1851 0 26
1042.31 1851 0 26
1044.71 1851 0 26
1047.11 1851 0 26
1049.51 1851 0 26
1051.92 1851 0 26
1054.32 1851 0 26
1056.72 1851 0 26
1059.12 1851 0 26
1061.52 1851 0 26
1063.93 1851 0 26
1066.33 1851 0 26
1068.73 1851 0 26
1071.13 1851 0 26
1073.54 1851 0 26
1075.94 1851 0 26
1078.34 1851 0 26
1080.74 1851 0 26
1083.15 1851 0 26
1085.55 1851 0 26
1087.95 1851 0 26
1090.35 1851 0 26
1092.75 1851 0 26
1095.16 1851 0 26
1097.56 1851 0 26
1099.96 1851 0 26
1102.36 1851 0 26
1104.77 1851 0 26
1107.17 1851 0 26
1109.57 1851 0 26
1111.97 1851 0 26
1114.38 1851 0 26
1116.78 1851 0 26
1119.18 1851 0 26
1121.58 1851 0 26
1123.99 1851 0 26
1126.39 1851 0 26
1128.79 1851 0 26
1131.19 1851 0 26
1133.59 1851 0 26
1136 1851 0 26
1138.4 1851 0 26
1140.8 1851 0 26
1143.2 1851 0 26
1145.61 1851 0 26
1148.01 1851 0 26
1150.41 1851 0 26
1152.81 1851 0 26
1155.22 1851 0 26
1157.62 1851 0 26
1160.02 1851 0 26
1162.42 1851 0 26
1164.83 1851 0 26
1167.23 1851 0 26
1169.63 1851 0 26
1172.03 1851 0 26
1174.43 1851 0 26
1176.84 1851 0 26
1179.24 1851 0 26
1181.64 1851 0 26
1184.04 1851 0 26
1186.45 1851 0 26
1188.85 1851 0 26
1191.25 1851 0 26
1193.65 1851 0 26
1196.06 1851 0 26
1198.46 1851 0 26
1200.86 1851 0 26
1203.26 1851 0 26
1205.67 1851 0 26
1208.07 1851 0 26
1210.47 1851 0 26
1212.87 1851 0 26
1215.27 1851 0 26
1217.68 1851 0 26
1220.08 1851 0 26
1222.48 1851 0 26
1224.88 1851 0 26
1227.29 1851 0 26
1229.69 1851 0 26
1232.09 1851 0 26
1234.49 1851 0 26
1236.9 1851 0 26
1239.3 1851 0 26
1241.7 1851 0 26
1244.1 1851 0 26
1246.5 1851 0 26
1248.91 1851 0 26
1251.31 1851 0 26
1253.71 1851 0 26
1256.11 1851 0 26
1258.52 1851 0 26
1260.92 1851 0 26
1263.32 1851 0 26
1265.72 1851 0 26
1268.13 1851 0 26
1270.53 1851 0 26
1272.93 1851 0 26
1275.33 1851 0 26
1277.74 1851 0 26
1280.14 1851 0 26
1282.54 1851 0 26
1284.94 1851 0 26
1287.34 1851 0 26
1289.75 1851 0 26
1292.15 1851 0 26
1294.55 1851 0 26
1296.95 1851 0 26
1299.36 1851 0 26
1301.76 1851 0 26
1304.16 1851 0 26
1306.56 1851 0 26
1308.97 1851 0 26
1311.37 1851 0 26
1313.77 1851 0 26
1316.17 1851 0 26
1318.58 1851 0 26
1320.98 1851 0 26
1323.38 1851 0 26
1325.78 1851 0 26
1328.18 1851 0 26
1330.59 1851 0 26
1332.99 1851 0 26
1335.39 1851 0 26
1337.79 1851 0 26
1340.2 1851 0 26
1342.6 1851 0 26
1345 1851 0 26
1347.4 1851 0 26
1349.81 1851 0 26
1352.21 1851 0 26
1354.61 1851 0 26
1357.01 1851 0 26
1359.42 1851 0 26
1361.82 1851 0 26
1364.22 1851 0 26
1366.62 1851 0 26
1369.02 1851 0 26
1371.43 1851 0 26
1373.83 1851 0 26
1376.23 1851 0 26
1378.63 1851 0 26
1381.04 1851 0 26
1383.44 1851 0 26
1385.84 1851 0 26
1388.24 1851 0 26
1390.65 1851 0 26
1393.05 1851 0 26
1395.45 1851 0 26
1397.85 1851 0 26
1400.25 1851 0 26
1402.66 1851 0 26
1405.06 1851 0 26
1407.46 1851 0 26
1409.86 1851 0 26
1412.27 1851 0 26
1414.67 1851 0 26
1417.07 1851 0 26
1419.47 1851 0 26
1421.88 1851 0 26
1424.28 1851 0 26
1426.68 1851 0 26
1429.08 1851 0 26
1431.49 1851 0 26
1433.89 1851 0 26
1436.29 1851 0 26
1438.69 1851 0 26
1441.09 1851 0 26
1443.5 1851 0 26
1445.9 1851 0 26
1448.3 1851 0 26
1450.7 1851 0 26
1453.11 1851 0 26
1455.51 1851 0 26
1457.91 1851 0 26
1460.31 1851 0 26
1462.72 1851 0 26
1465.12 1851 0 26
1467.52 1851 0 26
1469.92 1851 0 26
1472.33 1851 0 26
1474.73 1851 0 26
1477.13 1851 0 26
1479.53 1851 0 26
1481.93 1851 0 26
1484.34 1851 0 26
1486.74 1851 0 26
1489.14 1851 0 26
1491.54 1851 0 26
1493.95 1851 0 26
1496.35 1851 0 26
1498.75 1851 0 26
1501.15 1851 0 26
1503.56 1851 0 26
1505.96 1851 0 26
1508.36 1851 0 26
1510.76 1851 0 26
1513.17 1851 0 26
1515.57 1851 0 26
1517.97 1851 0 26
1520.37 1851 0 26
1522.77 1851 0 26
1525.18 1851 0 26
1527.58 1851 0 26
1529.98 1851 0 26
1532.38 1851 0 26
1534.79 1851 0 26
1537.19 1851 0 26
1539.59 1851 0 26
1541.99 1851 0 26
1544.4 1851 0 26
1546.8 1851 0 26
1549.2 1851 0 26
1551.6 1851 0 26
1554 1851 0 26
1556.41 1851 0 26
1558.81 1851 0 26
1561.21 1851 0 26
1563.61 1851 0 26
1566.02 1851 0 26
1568.42 1851 0 26
1570.82 1851 0 26
1573.22 1851 0 26
1575.63 1851 0 26
1578.03 1851 0 26
1580.43 1851 0 26
1582.83 1851 0 26
1585.24 1851 0 26
1587.64 1851 0 26
1590.04 1851 0 26
1592.44 1851 0 26
1594.84 1851 0 26
1597.25 1851 0 26
1599.65 1851 0 26
1602.05 1851 0 26


