Started at: Wed Nov 17 11:39:49 2021

Using random seed: 1637145589
Map: .\res\textures\testmap_no_walls_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 3
9.60012 0 0 4
12.0002 0 0 9
14.4002 0 0 12
16.8003 0 0 15
19.2003 0 0 18
21.6004 0 0 20
24.0005 0 0 22
26.4005 0 0 25
28.8006 0 0 29
31.2006 0 0 30
33.6004 2 2 28
36 2 0 29
38.3996 5 3 27
40.7992 8 3 24
43.1988 10 2 23
45.5984 15 5 21
47.998 15 0 24
50.3975 17 2 24
52.7971 22 5 21
55.1967 26 4 18
57.5963 31 5 17
59.9959 32 1 22
62.3955 36 4 25
64.7954 45 9 17
67.1959 53 8 11
69.5965 56 3 17
71.997 59 3 24
74.3975 65 6 23
76.798 77 12 13
79.1985 84 7 10
81.599 86 2 20
83.9995 91 5 23
86.4 100 9 17
88.8006 111 11 10
91.2011 116 5 11
93.6016 120 4 20
96.0021 125 5 20
98.4026 136 11 13
100.803 144 8 10
103.204 148 4 16
105.604 153 5 22
108.005 158 5 22
110.405 172 14 12
112.806 177 5 12
115.206 181 4 19
117.607 187 6 21
120.007 196 9 16
122.408 207 11 10
124.808 212 5 11
127.209 216 4 20
129.608 221 5 20
132.007 233 12 12
134.405 240 7 11
136.804 244 4 17
139.203 250 6 21
141.601 255 5 21
144 268 13 12
146.399 274 6 11
148.798 277 3 20
151.196 283 6 21
153.595 293 10 15
155.994 303 10 11
158.392 308 5 12
160.791 313 5 19
163.19 318 5 21
165.588 330 12 13
167.987 336 6 11
170.386 341 5 16
172.784 346 5 21
175.183 355 9 17
177.582 365 10 12
179.98 372 7 10
182.379 376 4 19
184.778 379 3 22
187.176 393 14 12
189.575 400 7 10
191.974 404 4 15
194.372 409 5 19
196.771 414 5 21
199.17 426 12 14
201.568 433 7 11
203.967 437 4 19
206.366 443 6 20
208.765 452 9 15
211.163 462 10 11
213.562 467 5 11
215.961 472 5 18
218.359 477 5 21
220.758 488 11 14
223.157 495 7 12
225.555 500 5 16
227.954 506 6 21
230.353 511 5 20
232.751 523 12 14
235.15 531 8 10
237.549 535 4 18
239.947 539 4 18
242.346 550 11 13
244.745 557 7 11
247.143 561 4 15
249.542 567 6 19
251.941 573 6 20
254.339 585 12 13
256.739 590 5 12
259.142 595 5 18
261.544 600 5 21
263.946 611 11 14
266.349 619 8 12
268.751 625 6 11
271.153 630 5 19
273.556 635 5 20
275.958 645 10 13
278.36 652 7 11
280.763 657 5 17
283.165 662 5 21
285.567 668 6 20
287.97 680 12 12
290.372 686 6 12
292.774 688 2 21
295.177 693 5 23
297.579 704 11 16
299.981 714 10 10
302.384 719 5 14
304.786 723 4 21
307.189 729 6 22
309.591 743 14 11
311.993 749 6 11
314.396 752 3 19
316.798 756 4 23
319.2 766 10 18
321.603 777 11 11
324.005 783 6 10
326.407 786 3 20
328.81 791 5 23
331.212 804 13 13
333.614 810 6 11
336.017 816 6 17
338.419 820 4 20
340.821 828 8 18
343.224 839 11 11
345.626 846 7 10
348.028 849 3 20
350.431 855 6 22
352.833 866 11 13
355.235 873 7 11
357.638 879 6 16
360.04 883 4 20
362.442 891 8 18
364.845 900 9 12
367.247 908 8 11
369.649 911 3 20
372.052 917 6 21
374.454 928 11 14
376.856 935 7 12
379.259 941 6 15
381.661 944 3 21
384.064 952 8 20
386.466 963 11 12
388.868 970 7 11
391.271 974 4 16
393.673 977 3 22
396.075 988 11 17
398.478 996 8 12
400.88 1003 7 13
403.282 1006 3 18
405.685 1013 7 22
408.087 1023 10 14
410.489 1032 9 10
412.892 1036 4 16
415.294 1041 5 19
417.696 1050 9 18
420.099 1057 7 14
422.501 1067 10 12
424.903 1069 2 19
427.306 1076 7 21
429.708 1086 10 14
432.11 1094 8 11
434.513 1100 6 14
436.915 1103 3 19
439.317 1112 9 19
441.72 1120 8 14
444.122 1131 11 10
446.524 1133 2 17
448.927 1138 5 21
451.329 1148 10 16
453.731 1156 8 12
456.134 1163 7 15
458.536 1167 4 18
460.939 1174 7 21
463.341 1183 9 14
465.743 1191 8 13
468.146 1193 2 19
470.548 1200 7 20
472.95 1209 9 16
475.353 1218 9 11
477.755 1224 6 15
480.157 1227 3 19
482.56 1236 9 19
484.962 1245 9 12
487.364 1253 8 13
489.767 1257 4 17
492.169 1263 6 20
494.571 1272 9 17
496.974 1279 7 14
499.376 1288 9 13
501.778 1290 2 20
504.181 1299 9 20
506.583 1307 8 14
508.985 1316 9 12
511.388 1321 5 16
513.79 1325 4 20
516.192 1335 10 17
518.595 1342 7 12
520.997 1350 8 13
523.399 1352 2 19
525.802 1359 7 19
528.204 1368 9 15
530.606 1376 8 11
