Started at: Wed Nov 17 15:57:46 2021

Using random seed: 1637161066
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 1
9.60012 0 0 2
12.0002 0 0 3
14.4002 0 0 4
16.8003 0 0 4
19.2003 0 0 4
21.6004 0 0 4
24.0005 0 0 4
26.4005 0 0 4
28.8006 0 0 4
31.2006 0 0 4
33.6004 1 1 3
36 2 1 2
38.3996 2 0 2
40.7992 2 0 2
43.1988 2 0 2
45.5984 2 0 2
47.998 2 0 2
50.3975 2 0 2
52.7971 2 0 2
55.1967 2 0 2
57.5963 2 0 2
59.9959 2 0 2
62.3955 2 0 2
64.7954 2 0 2
67.1959 2 0 2
69.5965 2 0 2
71.997 2 0 2
74.3975 2 0 2
76.798 2 0 3
79.1985 2 0 3
81.599 2 0 3
83.9995 2 0 3
86.4 3 1 3
88.8006 3 0 3
91.2011 3 0 3
93.6016 4 1 2
96.0021 4 0 2
98.4026 4 0 2
100.803 4 0 2
103.204 4 0 2
105.604 4 0 2
108.005 4 0 3
110.405 5 1 2
112.806 5 0 2
115.206 5 0 2
117.607 6 1 1
120.007 6 0 1
122.408 7 1 0
124.808 7 0 0
127.209 7 0 0
129.608 7 0 1
132.007 7 0 1
134.405 7 0 1
136.804 7 0 1
139.203 7 0 1
141.601 7 0 1
144 7 0 2
146.399 7 0 2
148.798 7 0 2
151.196 7 0 2
153.595 7 0 2
155.994 7 0 2
158.392 7 0 2
160.791 7 0 2
163.19 7 0 2
165.588 8 1 1
167.987 8 0 1
170.386 8 0 1
172.784 8 0 1
175.183 8 0 1
177.582 8 0 3
179.98 8 0 4
182.379 8 0 4
184.778 8 0 4
187.176 9 1 3
189.575 9 0 3
191.974 9 0 3
194.372 9 0 3
196.771 9 0 3
199.17 9 0 3
201.568 9 0 3
203.967 9 0 3
206.366 9 0 3
208.765 9 0 3
211.163 9 0 3
213.562 10 1 2
215.961 10 0 2
218.359 10 0 2
220.758 10 0 3
223.157 10 0 3
225.555 10 0 4
227.954 10 0 4
230.353 10 0 4
232.751 10 0 4
235.15 10 0 4
237.549 10 0 4
239.947 10 0 4
242.346 10 0 4
244.745 10 0 4
247.143 10 0 4
249.542 10 0 4
251.941 11 1 3
254.339 11 0 3
256.739 13 2 1
259.142 13 0 1
261.544 14 1 0
263.946 14 0 0
266.349 14 0 0
268.751 14 0 1
271.153 14 0 2
273.556 14 0 2
275.958 14 0 3
278.36 14 0 3
280.763 15 1 2
283.165 16 1 1
285.567 17 1 0
287.97 17 0 0
290.372 17 0 1
292.774 17 0 2
295.177 17 0 2
297.579 17 0 2
299.981 17 0 2
