Started at: Wed Nov 17 23:47:03 2021

Using random seed: 1637189223
Map: .\res\textures\testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 0
12.0002 0 0 0
14.4002 0 0 0
16.8003 0 0 0
19.2003 0 0 0
21.6004 0 0 0
24.0005 0 0 0
26.4005 0 0 1
28.8006 0 0 3
31.2006 0 0 4
33.6004 0 0 4
36 0 0 4
38.3996 0 0 7
40.7992 0 0 8
43.1988 0 0 8
45.5984 0 0 10
47.998 0 0 11
50.3975 0 0 12
52.7971 0 0 13
55.1967 1 1 14
57.5963 1 0 16
59.9959 1 0 20
62.3955 1 0 20
64.7954 1 0 20
67.1959 1 0 25
69.5965 1 0 25
71.997 1 0 28
74.3975 1 0 29
76.798 1 0 31
79.1985 1 0 32
81.599 1 0 34
83.9995 1 0 36
86.4 1 0 38
88.8006 1 0 40
91.2011 1 0 50
93.6016 1 0 51
96.0021 1 0 52
98.4026 1 0 56
100.803 1 0 57
103.204 1 0 60
105.604 1 0 63
108.005 1 0 64
110.405 2 1 66
112.806 2 0 67
115.206 2 0 72
117.607 2 0 72
120.007 2 0 75
122.408 2 0 77
124.808 3 1 78
127.209 3 0 81
129.608 4 1 82
132.007 5 1 81
134.405 5 0 85
136.804 5 0 87
139.203 6 1 87
141.601 6 0 89
144 8 2 87
146.399 9 1 91
148.798 9 0 92
151.196 9 0 94
153.595 10 1 96
155.994 10 0 97
158.392 10 0 98
160.791 10 0 100
163.19 11 1 102
165.588 12 1 101
167.987 13 1 101
170.386 13 0 103
172.784 13 0 103
175.183 13 0 106
177.582 14 1 107
179.98 16 2 109
182.379 17 1 109
184.778 17 0 113
187.176 17 0 113
189.575 17 0 113
191.974 17 0 114
194.372 17 0 114
196.771 17 0 119
199.17 17 0 123
201.568 17 0 126
203.967 17 0 128
206.366 19 2 129
208.765 19 0 133
211.163 21 2 131
213.562 21 0 134
215.961 22 1 134
218.359 23 1 135
220.758 24 1 137
223.157 25 1 136
225.555 28 3 134
227.954 28 0 137
230.353 29 1 137
232.751 30 1 140
235.15 31 1 141
237.549 33 2 139
239.947 33 0 141
242.346 35 2 141
244.745 36 1 141
247.143 37 1 141
249.542 38 1 141
251.941 39 1 141
254.339 40 1 142
256.739 41 1 142
259.142 41 0 144
261.544 43 2 143
263.946 46 3 141
266.349 46 0 143
268.751 46 0 144
271.153 46 0 145
273.556 48 2 147
275.958 49 1 147
278.36 50 1 147
280.763 51 1 146
283.165 55 4 145
285.567 56 1 145
287.97 58 2 147
290.372 58 0 148
292.774 59 1 150
295.177 59 0 155
297.579 61 2 155
299.981 62 1 157
302.384 63 1 157
304.786 65 2 158
307.189 65 0 160
309.591 68 3 158
311.993 69 1 160
314.396 70 1 161
316.798 70 0 162
319.2 71 1 166
321.603 71 0 167
324.005 72 1 169
326.407 75 3 166
328.81 75 0 169
331.212 77 2 168
333.614 78 1 167
336.017 79 1 167
338.419 82 3 167
340.821 84 2 166
343.224 85 1 167
345.626 90 5 163
348.028 90 0 164
350.431 91 1 165
352.833 91 0 169
355.235 94 3 168
357.638 97 3 168
360.04 98 1 169
362.442 100 2 168
364.845 101 1 171
367.247 102 1 170
369.649 104 2 169
372.052 105 1 173
374.454 105 0 174
376.856 107 2 172
379.259 108 1 172
381.661 108 0 174
384.064 111 3 172
386.466 112 1 172
388.868 115 3 170
391.271 115 0 175
393.673 116 1 174
396.075 117 1 173
398.478 118 1 172
400.88 121 3 169
403.282 121 0 169
405.685 123 2 169
408.087 123 0 174
410.489 125 2 175
412.892 125 0 175
415.294 127 2 174
417.696 129 2 172
420.099 133 4 169
422.501 136 3 167
424.903 137 1 167
427.306 138 1 167
429.708 138 0 170
