Started at: Thu Nov 18 03:10:48 2021

Using random seed: 1637201448
Map: .\res\textures\testmap_multifood_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 38
4.80001 10 10 156
7.20007 45 35 191
9.60012 75 30 217
12.0002 109 34 240
14.4002 157 48 241
16.8003 190 33 259
19.2003 238 48 263
21.6004 275 37 260
24.0005 321 46 258
26.4005 351 30 281
28.8006 385 34 285
31.2006 414 29 297
33.6004 447 33 307
36 480 33 310
38.3996 507 27 326
40.7992 532 25 348
43.1988 560 28 356
45.5984 588 28 356
47.998 616 28 361
50.3975 640 24 364
52.7971 670 30 359
55.1967 687 17 374
57.5963 715 28 388
59.9959 740 25 385
62.3955 762 22 391
64.7954 783 21 396
67.1959 796 13 414
69.5965 815 19 434
71.997 833 18 439
74.3975 855 22 430
76.798 871 16 437
79.1985 888 17 436
81.599 905 17 436
83.9995 922 17 435
86.4 935 13 435
88.8006 942 7 442
91.2011 950 8 441
93.6016 961 11 444
96.0021 964 3 446
98.4026 971 7 450
100.803 979 8 455
103.204 982 3 465
105.604 988 6 471
108.005 998 10 471
110.405 1005 7 477
112.806 1012 7 479
115.206 1019 7 485
117.607 1028 9 487
120.007 1034 6 494
122.408 1045 11 487
124.808 1052 7 488
127.209 1057 5 494
129.608 1065 8 497
132.007 1070 5 497
134.405 1075 5 498
136.804 1080 5 510
139.203 1087 7 511
141.601 1096 9 514
144 1111 15 508
146.399 1121 10 509
148.798 1128 7 513
151.196 1135 7 512
153.595 1138 3 519
155.994 1144 6 518
158.392 1149 5 518
160.791 1156 7 520
163.19 1163 7 520
165.588 1176 13 516
167.987 1181 5 519
170.386 1188 7 522
172.784 1192 4 531
175.183 1200 8 534
177.582 1210 10 534
179.98 1213 3 546
182.379 1216 3 551
184.778 1225 9 547
187.176 1231 6 546
189.575 1235 4 551
191.974 1241 6 552
194.372 1250 9 548
196.771 1262 12 547
199.17 1268 6 550
201.568 1277 9 545
203.967 1284 7 549
206.366 1291 7 553
208.765 1298 7 556
211.163 1304 6 557
213.562 1306 2 563
215.961 1311 5 564
218.359 1322 11 558
220.758 1325 3 562
223.157 1332 7 562
225.555 1337 5 564
227.954 1347 10 561
230.353 1352 5 566
232.751 1363 11 559
235.15 1369 6 563
237.549 1377 8 567
239.947 1385 8 564
242.346 1389 4 564
244.745 1396 7 563
247.143 1406 10 560
249.542 1413 7 560
251.941 1418 5 563
254.339 1425 7 565
256.739 1431 6 564
259.142 1437 6 567
261.544 1445 8 561
263.946 1450 5 560
266.349 1453 3 561
268.751 1461 8 555
271.153 1468 7 553
273.556 1475 7 553
275.958 1483 8 554
278.36 1491 8 553
280.763 1496 5 554
283.165 1500 4 560
285.567 1504 4 564
287.97 1512 8 560
290.372 1523 11 557
292.774 1529 6 558
295.177 1537 8 558
297.579 1541 4 559
299.981 1550 9 557
302.384 1559 9 554
304.786 1566 7 557
307.189 1575 9 555
309.591 1580 5 556
311.993 1584 4 556
314.396 1587 3 559
316.798 1595 8 552
319.2 1607 12 545
321.603 1611 4 546
324.005 1620 9 539
326.407 1626 6 536
328.81 1634 8 533
331.212 1644 10 523
333.614 1649 5 521
336.017 1653 4 518
338.419 1659 6 513
340.821 1663 4 511
343.224 1668 5 509
345.626 1675 7 504
348.028 1681 6 500
350.431 1688 7 499
352.833 1695 7 495
355.235 1699 4 494
357.638 1706 7 487
360.04 1713 7 483
362.442 1718 5 479
364.845 1727 9 471
367.247 1727 0 472
369.649 1733 6 468
372.052 1737 4 466
374.454 1743 6 462
376.856 1753 10 455
379.259 1758 5 453
381.661 1762 4 449
384.064 1764 2 449
386.466 1768 4 447
388.868 1772 4 443
391.271 1781 9 437
393.673 1785 4 435
396.075 1791 6 430
398.478 1794 3 432
400.88 1799 5 429
403.282 1803 4 429
405.685 1807 4 429
408.087 1809 2 429
410.489 1812 3 427
412.892 1814 2 428
415.294 1819 5 427
417.696 1819 0 429
420.099 1824 5 426
422.501 1830 6 422
424.903 1835 5 426
427.306 1839 4 427
429.708 1839 0 430
432.11 1844 5 431
434.513 1847 3 434
436.915 1852 5 431
439.317 1853 1 434
441.72 1858 5 431
444.122 1862 4 430
446.524 1869 7 426
448.927 1874 5 425
451.329 1877 3 427
453.731 1884 7 424
456.134 1889 5 422
458.536 1893 4 420
460.939 1896 3 420
463.341 1900 4 419
465.743 1904 4 420
468.146 1907 3 419
470.548 1910 3 418
472.95 1912 2 420
475.353 1915 3 420
477.755 1919 4 416
480.157 1920 1 418
482.56 1923 3 417
484.962 1926 3 416
487.364 1930 4 417
489.767 1936 6 417
492.169 1941 5 420
494.571 1944 3 420
496.974 1946 2 419
499.376 1950 4 420
