Started at: Thu Nov 18 01:00:32 2021

Using random seed: 1637193632
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 0
12.0002 0 0 0
14.4002 0 0 1
16.8003 0 0 1
19.2003 0 0 2
21.6004 0 0 3
24.0005 0 0 3
26.4005 0 0 3
28.8006 0 0 3
31.2006 0 0 3
33.6004 0 0 3
36 0 0 3
38.3996 1 1 2
40.7992 1 0 2
43.1988 1 0 2
45.5984 1 0 2
47.998 1 0 2
50.3975 1 0 3
52.7971 1 0 4
55.1967 1 0 4
57.5963 1 0 4
59.9959 1 0 5
62.3955 1 0 5
64.7954 1 0 5
67.1959 2 1 4
69.5965 2 0 4
71.997 2 0 4
74.3975 2 0 4
76.798 2 0 4
79.1985 2 0 4
81.599 2 0 4
83.9995 2 0 5
86.4 2 0 5
88.8006 2 0 5
91.2011 2 0 5
93.6016 2 0 6
96.0021 2 0 6
98.4026 2 0 6
100.803 2 0 6
103.204 2 0 6
105.604 2 0 7
108.005 2 0 8
110.405 3 1 8
112.806 3 0 8
115.206 3 0 8
117.607 3 0 8
120.007 3 0 8
122.408 3 0 8
124.808 3 0 9
127.209 3 0 9
129.608 3 0 9
132.007 3 0 9
134.405 3 0 10
136.804 3 0 10
139.203 3 0 10
141.601 3 0 10
144 3 0 10
146.399 4 1 9
148.798 4 0 9
151.196 4 0 9
153.595 4 0 9
155.994 4 0 9
158.392 4 0 9
160.791 4 0 9
163.19 4 0 9
165.588 4 0 9
167.987 4 0 9
170.386 4 0 9
172.784 4 0 9
175.183 4 0 9
177.582 4 0 9
179.98 4 0 9
182.379 4 0 9
184.778 4 0 9
187.176 4 0 10
189.575 4 0 10
191.974 4 0 10
194.372 4 0 10
196.771 4 0 10
199.17 5 1 9
201.568 5 0 10
203.967 5 0 10
206.366 5 0 10
208.765 5 0 10
211.163 5 0 10
213.562 5 0 11
215.961 5 0 11
218.359 5 0 11
220.758 5 0 11
223.157 6 1 10
225.555 6 0 10
227.954 6 0 10
230.353 6 0 10
232.751 6 0 10
235.15 6 0 10
237.549 6 0 10
239.947 6 0 10
242.346 6 0 10
244.745 6 0 10
247.143 6 0 10
249.542 6 0 10
251.941 6 0 10
254.339 6 0 10
256.739 6 0 10
259.142 6 0 10
261.544 6 0 10
263.946 6 0 10
266.349 6 0 10
268.751 6 0 10
271.153 6 0 10
273.556 6 0 10
275.958 6 0 10
278.36 7 1 9
280.763 7 0 9
283.165 7 0 9
285.567 8 1 8
287.97 8 0 8
290.372 9 1 7
292.774 9 0 7
295.177 9 0 7
297.579 10 1 6
299.981 10 0 6
302.384 10 0 7
304.786 10 0 7
307.189 10 0 7
309.591 10 0 8
311.993 10 0 9
314.396 10 0 9
316.798 10 0 9
319.2 10 0 9
321.603 10 0 9
324.005 10 0 9
326.407 10 0 9
328.81 10 0 9
331.212 11 1 8
333.614 11 0 8
336.017 11 0 8
338.419 12 1 7
340.821 12 0 7
343.224 12 0 7
345.626 12 0 7
348.028 12 0 7
350.431 12 0 7
352.833 12 0 7
355.235 12 0 7
357.638 12 0 7
360.04 12 0 7
362.442 12 0 7
364.845 12 0 7
367.247 12 0 7
369.649 12 0 7
372.052 12 0 7
374.454 12 0 7
376.856 12 0 7
379.259 13 1 7
381.661 13 0 7
384.064 13 0 7
386.466 13 0 7
388.868 13 0 7
391.271 13 0 7
393.673 14 1 6
396.075 14 0 6
398.478 14 0 6
400.88 14 0 6
403.282 15 1 5
405.685 15 0 5
408.087 15 0 5
410.489 15 0 5
412.892 15 0 6
415.294 16 1 5
417.696 16 0 5
420.099 16 0 5
422.501 16 0 5
424.903 16 0 5
427.306 16 0 6
429.708 16 0 6
432.11 16 0 6
434.513 16 0 6
436.915 16 0 6
439.317 16 0 6
441.72 16 0 7
444.122 16 0 7
446.524 16 0 7
448.927 16 0 7
451.329 16 0 7
453.731 16 0 7
456.134 18 2 5
458.536 18 0 5
460.939 18 0 6
463.341 18 0 6
465.743 19 1 5
468.146 19 0 5
470.548 19 0 5
472.95 20 1 4
475.353 20 0 4
477.755 20 0 5
480.157 20 0 5
482.56 20 0 5
484.962 20 0 5
487.364 20 0 6
489.767 20 0 6
492.169 20 0 6
494.571 20 0 6
496.974 20 0 6
499.376 20 0 6
501.778 20 0 6
504.181 20 0 6
506.583 20 0 6
508.985 20 0 6
511.388 20 0 6
513.79 20 0 6
516.192 20 0 6
518.595 20 0 6
520.997 20 0 6
523.399 20 0 6
525.802 20 0 6
528.204 20 0 6
530.606 20 0 6
533.009 20 0 6
535.411 20 0 6
537.813 21 1 5
540.216 21 0 5
542.618 21 0 5
545.021 21 0 5
547.423 21 0 5
549.825 22 1 4
552.228 22 0 4
554.63 22 0 4
557.032 22 0 4
559.435 22 0 4
561.837 22 0 5
564.239 22 0 5
566.642 22 0 5
569.044 22 0 5
571.446 22 0 5
573.849 22 0 5
576.251 22 0 5
578.653 22 0 5
581.056 23 1 4
583.458 23 0 4
585.86 24 1 4
588.263 24 0 5
590.665 24 0 5
593.067 24 0 5
595.47 24 0 5
597.872 24 0 5
600.274 24 0 5
602.677 24 0 6
605.079 24 0 6
607.481 24 0 7
609.884 24 0 7
612.286 24 0 7
614.688 24 0 7
617.091 25 1 6
619.493 26 1 5
621.896 26 0 6
624.298 27 1 5
626.7 27 0 5
629.103 27 0 5
631.505 27 0 5
633.907 27 0 5
636.31 27 0 5
638.712 27 0 5
641.114 27 0 6
643.517 27 0 7
645.919 27 0 7
648.321 27 0 8
650.724 27 0 8
653.126 27 0 9
655.528 27 0 9
657.931 27 0 9
660.333 27 0 9
662.735 27 0 9
665.138 27 0 9
667.54 27 0 10
669.942 27 0 10
672.345 27 0 10
674.747 27 0 10
677.149 27 0 10
679.552 27 0 11
681.954 27 0 11
684.356 28 1 10
686.759 28 0 10
689.161 28 0 10
691.563 28 0 10
693.966 28 0 10
696.368 28 0 10
698.771 29 1 9
701.173 29 0 9
703.575 29 0 9
705.978 29 0 9
708.38 29 0 9
710.782 29 0 9
713.185 29 0 9
715.587 30 1 8
717.989 30 0 8
720.392 30 0 9
722.794 30 0 9
725.196 30 0 9
727.599 30 0 9
730.001 30 0 9
732.403 30 0 9
734.806 30 0 10
737.208 30 0 10
739.61 30 0 10
742.013 30 0 10
744.415 30 0 11
746.817 30 0 11
749.22 30 0 11
751.622 30 0 11
754.024 30 0 11
756.427 30 0 11
758.829 31 1 10
761.231 31 0 10
763.634 31 0 10
766.036 31 0 10
768.438 31 0 10
770.841 31 0 10
773.243 31 0 10
775.646 31 0 10
778.048 31 0 10
780.45 31 0 10
782.853 31 0 10
785.255 32 1 9
787.657 32 0 9
790.06 32 0 9
792.462 32 0 9
794.864 32 0 9
797.267 32 0 9
799.669 32 0 9
802.071 32 0 9
804.474 32 0 9
806.876 32 0 9
809.278 32 0 9
811.681 32 0 9
814.083 32 0 9
816.485 32 0 9
818.888 32 0 9
821.29 32 0 9
823.692 33 1 8
826.095 33 0 8
828.497 34 1 7
830.899 34 0 8
833.302 34 0 8
835.704 34 0 8
838.106 34 0 8
840.509 34 0 8
842.911 34 0 8
845.313 34 0 8
847.716 34 0 8
850.118 34 0 9
852.521 34 0 9
854.923 34 0 9
857.325 34 0 10
859.728 34 0 11
862.13 34 0 12
864.532 34 0 12
866.935 34 0 12
869.337 34 0 12
871.739 34 0 12
874.142 35 1 11
876.544 35 0 11
878.946 35 0 11
881.349 35 0 11
883.751 35 0 11
886.153 35 0 11
888.556 36 1 10
890.958 37 1 9
893.36 37 0 9
895.763 37 0 9
898.165 37 0 9
900.567 37 0 9
902.97 37 0 9
905.372 38 1 8
907.774 38 0 8
910.177 38 0 8
912.579 38 0 8
914.981 38 0 8
917.384 38 0 9
919.786 38 0 9
922.188 38 0 10
924.591 38 0 10
926.993 38 0 10
929.396 38 0 10
931.798 38 0 10
934.2 39 1 9
936.603 39 0 10
939.005 39 0 10
941.407 40 1 9
943.81 41 1 8
946.212 41 0 8
948.614 41 0 8
951.017 41 0 8
953.419 41 0 9
955.821 41 0 9
958.224 41 0 9
960.626 42 1 8
963.028 42 0 8
965.431 42 0 8
967.833 42 0 8
970.235 42 0 8
972.638 42 0 9
975.04 42 0 9
977.442 42 0 9
979.845 42 0 9
982.247 42 0 9
984.649 42 0 9
987.052 43 1 8
989.454 43 0 8
991.856 43 0 8
994.259 43 0 8
996.661 43 0 8
999.063 45 2 6
1001.47 45 0 6
1003.87 45 0 6
1006.27 45 0 6
1008.67 45 0 7
1011.08 45 0 8
1013.48 46 1 7
1015.88 46 0 7
1018.28 46 0 7
1020.68 46 0 7
1023.09 46 0 7
1025.49 46 0 7
1027.89 46 0 7
1030.29 46 0 7
1032.7 46 0 7
1035.1 46 0 7
1037.5 47 1 6
1039.9 47 0 6
1042.31 47 0 6
1044.71 48 1 5
1047.11 48 0 6
1049.51 48 0 6
1051.92 48 0 6
1054.32 48 0 6
1056.72 49 1 5
1059.12 49 0 5
1061.52 49 0 5
1063.93 49 0 5
1066.33 49 0 5
1068.73 49 0 5
1071.13 49 0 5
1073.54 49 0 6
1075.94 50 1 5
1078.34 50 0 5
1080.74 50 0 6
1083.15 50 0 6
1085.55 50 0 6
1087.95 50 0 6
1090.35 50 0 6
1092.75 50 0 6
1095.16 50 0 7
1097.56 52 2 5
1099.96 52 0 5
1102.36 52 0 6
1104.77 52 0 6
1107.17 52 0 6
1109.57 53 1 5
1111.97 53 0 5
1114.38 53 0 7
1116.78 53 0 7
1119.18 53 0 7
1121.58 53 0 7
1123.99 53 0 7
1126.39 53 0 7
1128.79 53 0 7
1131.19 53 0 7
1133.59 53 0 7
1136 53 0 7
1138.4 53 0 7
1140.8 53 0 7
1143.2 53 0 7
1145.61 53 0 7
1148.01 53 0 9
1150.41 54 1 8
1152.81 54 0 8
1155.22 54 0 8
1157.62 54 0 8
1160.02 54 0 8
1162.42 54 0 8
1164.83 55 1 7
1167.23 55 0 7
1169.63 55 0 8
1172.03 55 0 8
1174.43 55 0 8
1176.84 55 0 8
1179.24 55 0 8
1181.64 55 0 8
1184.04 55 0 8
1186.45 56 1 8
1188.85 56 0 8
1191.25 56 0 8
1193.65 56 0 8
1196.06 58 2 6
1198.46 58 0 6
1200.86 58 0 6
1203.26 58 0 6
1205.67 58 0 6
1208.07 58 0 6
1210.47 58 0 6
1212.87 58 0 6
1215.27 58 0 6
1217.68 58 0 6
1220.08 59 1 5
1222.48 60 1 4
1224.88 60 0 4
1227.29 60 0 4
1229.69 60 0 4
1232.09 60 0 4
1234.49 60 0 4
1236.9 60 0 4
1239.3 60 0 5
1241.7 60 0 5
1244.1 60 0 5
1246.5 60 0 5
1248.91 60 0 5
1251.31 61 1 4
1253.71 61 0 4
1256.11 61 0 4
1258.52 61 0 4
1260.92 61 0 4
1263.32 61 0 4
1265.72 61 0 4
1268.13 61 0 4
1270.53 61 0 4
1272.93 61 0 4
1275.33 61 0 5
1277.74 61 0 5
1280.14 61 0 5
1282.54 61 0 5
1284.94 61 0 5
1287.34 61 0 5
1289.75 61 0 5
1292.15 61 0 5
1294.55 61 0 6
1296.95 61 0 6
1299.36 61 0 6
1301.76 63 2 4
1304.16 63 0 4
1306.56 63 0 5
1308.97 63 0 6
1311.37 63 0 6
1313.77 63 0 6
1316.17 63 0 6
1318.58 63 0 6
1320.98 63 0 6
1323.38 64 1 5
1325.78 64 0 6
1328.18 64 0 6
1330.59 64 0 6
1332.99 64 0 6
1335.39 64 0 7
1337.79 64 0 7
1340.2 65 1 6
1342.6 65 0 6
1345 65 0 6
1347.4 65 0 6
1349.81 65 0 6
1352.21 65 0 6
1354.61 65 0 6
1357.01 65 0 6
1359.42 66 1 5
1361.82 66 0 5
1364.22 66 0 5
1366.62 66 0 5
1369.02 66 0 5
1371.43 66 0 5
1373.83 66 0 5
1376.23 66 0 5
1378.63 66 0 5
1381.04 66 0 5
1383.44 66 0 5
1385.84 66 0 5
1388.24 67 1 4
1390.65 67 0 5
1393.05 68 1 4
1395.45 68 0 4
1397.85 68 0 4
1400.25 68 0 4
1402.66 68 0 4
1405.06 68 0 4
1407.46 68 0 4
1409.86 68 0 4
1412.27 68 0 4
1414.67 68 0 4
1417.07 68 0 4
1419.47 69 1 3
1421.88 69 0 3
1424.28 69 0 3
1426.68 69 0 3
1429.08 69 0 3
1431.49 69 0 4
1433.89 69 0 4
1436.29 69 0 4
1438.69 69 0 4
1441.09 69 0 4
1443.5 69 0 4
1445.9 69 0 4
1448.3 69 0 4
1450.7 69 0 5
1453.11 69 0 5
1455.51 69 0 5
1457.91 69 0 5
1460.31 69 0 5
1462.72 69 0 5
1465.12 69 0 5
1467.52 69 0 6
1469.92 69 0 7
1472.33 69 0 7
1474.73 69 0 7
1477.13 69 0 7
1479.53 69 0 7
1481.93 69 0 7
1484.34 69 0 7
1486.74 69 0 7
1489.14 69 0 7
1491.54 69 0 7
1493.95 69 0 7
1496.35 70 1 7
1498.75 70 0 7
1501.15 70 0 7
1503.56 70 0 7
1505.96 70 0 7
1508.36 70 0 7
1510.76 70 0 7
1513.17 70 0 7
1515.57 70 0 8
1517.97 70 0 8
1520.37 70 0 8
1522.77 70 0 9
1525.18 70 0 9
1527.58 70 0 9
1529.98 71 1 8
1532.38 71 0 8
1534.79 71 0 8
1537.19 71 0 8
1539.59 71 0 8
1541.99 71 0 8
1544.4 71 0 8
1546.8 71 0 8
1549.2 71 0 8
1551.6 71 0 8
1554 71 0 8
1556.41 71 0 8
1558.81 71 0 8
1561.21 71 0 8
1563.61 72 1 7
1566.02 72 0 9
1568.42 72 0 9
1570.82 72 0 9
1573.22 72 0 9
1575.63 72 0 9
1578.03 72 0 9
1580.43 72 0 9
1582.83 72 0 9
1585.24 72 0 9
1587.64 72 0 9
1590.04 72 0 9
1592.44 74 2 7
1594.84 74 0 7
1597.25 74 0 7
1599.65 74 0 7
1602.05 74 0 7


