Started at: Wed Nov 17 21:58:42 2021

Using random seed: 1637182722
Map: .\res\textures\testmap_no_walls_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 1
9.60012 0 0 7
12.0002 0 0 13
14.4002 0 0 15
16.8003 0 0 15
19.2003 0 0 18
21.6004 0 0 23
24.0005 0 0 25
26.4005 0 0 32
28.8006 1 1 34
31.2006 2 1 37
33.6004 2 0 41
36 2 0 42
38.3996 3 1 43
40.7992 4 1 45
43.1988 4 0 47
45.5984 4 0 50
47.998 4 0 54
50.3975 5 1 54
52.7971 6 1 54
55.1967 8 2 56
57.5963 9 1 56
59.9959 10 1 57
62.3955 12 2 59
64.7954 14 2 58
67.1959 15 1 59
69.5965 15 0 61
71.997 16 1 62
74.3975 17 1 62
76.798 17 0 65
79.1985 20 3 63
81.599 20 0 64
83.9995 21 1 64
86.4 22 1 64
88.8006 23 1 68
91.2011 26 3 67
93.6016 27 1 68
96.0021 29 2 66
98.4026 31 2 65
100.803 33 2 64
103.204 33 0 68
105.604 34 1 71
108.005 36 2 70
110.405 37 1 73
112.806 38 1 73
115.206 39 1 73
117.607 41 2 71
120.007 42 1 70
122.408 44 2 68
124.808 46 2 69
127.209 46 0 70
129.608 48 2 68
132.007 49 1 68
134.405 50 1 70
136.804 51 1 69
139.203 53 2 70
141.601 56 3 72
144 58 2 71
146.399 61 3 68
148.798 63 2 66
151.196 66 3 65
153.595 66 0 65
155.994 69 3 64
158.392 72 3 63
160.791 73 1 63
163.19 74 1 64
165.588 76 2 64
167.987 79 3 61
170.386 80 1 61
172.784 80 0 62
175.183 80 0 63
177.582 81 1 63
179.98 82 1 63
182.379 84 2 64
184.778 86 2 65
187.176 86 0 66
189.575 86 0 67
191.974 87 1 68
194.372 88 1 70
196.771 90 2 68
199.17 92 2 68
201.568 96 4 65
203.967 99 3 64
206.366 101 2 63
208.765 101 0 63
211.163 103 2 63
213.562 104 1 64
215.961 106 2 63
218.359 107 1 63
220.758 111 4 59
223.157 114 3 57
225.555 115 1 59
227.954 117 2 60
230.353 119 2 59
232.751 120 1 60
235.15 120 0 61
237.549 122 2 65
239.947 122 0 66
242.346 126 4 62
244.745 128 2 61
247.143 129 1 61
249.542 131 2 62
251.941 131 0 63
254.339 133 2 61
256.739 133 0 64
259.142 133 0 70
261.544 134 1 71
263.946 136 2 71
266.349 137 1 73
268.751 137 0 75
271.153 138 1 75
273.556 140 2 75
275.958 141 1 75
278.36 142 1 74
280.763 145 3 72
283.165 146 1 71
285.567 146 0 73
287.97 151 5 69
290.372 153 2 68
292.774 155 2 66
295.177 155 0 66
297.579 157 2 65
299.981 160 3 64
302.384 163 3 61
304.786 165 2 59
307.189 167 2 57
309.591 168 1 59
311.993 169 1 59
314.396 170 1 60
316.798 171 1 59
319.2 171 0 63
321.603 172 1 67
324.005 173 1 68
326.407 176 3 66
328.81 176 0 66
331.212 177 1 67
333.614 178 1 67
336.017 179 1 69
338.419 181 2 68
340.821 186 5 64
343.224 186 0 67
345.626 186 0 69
348.028 188 2 67
350.431 189 1 68
352.833 190 1 68
355.235 192 2 66
357.638 192 0 67
360.04 193 1 67
362.442 196 3 67
364.845 198 2 66
367.247 200 2 66
369.649 201 1 68
372.052 202 1 69
374.454 203 1 69
376.856 204 1 71
379.259 207 3 68
381.661 210 3 65
384.064 210 0 65
386.466 214 4 61
388.868 214 0 62
391.271 216 2 62
393.673 216 0 63
396.075 219 3 61
398.478 219 0 65
400.88 221 2 64
403.282 223 2 65
405.685 226 3 63
408.087 227 1 63
410.489 230 3 63
412.892 232 2 64
415.294 235 3 62
417.696 237 2 62
420.099 237 0 62
422.501 240 3 63
424.903 242 2 63
427.306 245 3 61
429.708 248 3 60
432.11 249 1 60
434.513 249 0 61
436.915 250 1 60
439.317 251 1 60
441.72 252 1 60
444.122 253 1 63
446.524 253 0 65
448.927 254 1 66
451.329 255 1 65
453.731 258 3 63
456.134 261 3 62
458.536 262 1 61
460.939 264 2 60
463.341 265 1 61
465.743 267 2 60
468.146 268 1 60
470.548 269 1 60
472.95 271 2 58
475.353 272 1 61
477.755 275 3 59
480.157 276 1 60
482.56 276 0 61
484.962 280 4 59
487.364 283 3 59
489.767 284 1 59
492.169 284 0 60
494.571 285 1 61
496.974 287 2 61
499.376 288 1 61
501.778 289 1 63
504.181 289 0 65
506.583 289 0 69
508.985 292 3 67
511.388 295 3 68
513.79 296 1 70
516.192 298 2 68
518.595 298 0 70
520.997 298 0 72
523.399 301 3 76
525.802 302 1 76
528.204 303 1 75
530.606 306 3 73
533.009 311 5 68
535.411 312 1 67
537.813 316 4 64
540.216 317 1 64
542.618 319 2 66
545.021 322 3 63
547.423 323 1 65
549.825 323 0 65
552.228 327 4 64
554.63 329 2 63
557.032 330 1 64
559.435 330 0 65
561.837 330 0 65
564.239 332 2 65
566.642 334 2 63
569.044 335 1 64
571.446 336 1 65
573.849 337 1 64
576.251 338 1 64
578.653 339 1 66
581.056 340 1 65
583.458 343 3 62
585.86 344 1 62
588.263 347 3 59
590.665 349 2 58
593.067 350 1 60
595.47 351 1 59
597.872 354 3 58
600.274 355 1 59
602.677 357 2 60
605.079 360 3 60
607.481 360 0 64
609.884 361 1 65
612.286 364 3 62
614.688 367 3 61
617.091 370 3 58
619.493 370 0 60
621.896 374 4 57
624.298 374 0 57
626.7 377 3 56
629.103 378 1 57
631.505 379 1 59
633.907 380 1 61
636.31 380 0 62
638.712 380 0 66
641.114 383 3 63
643.517 385 2 64
645.919 385 0 66
648.321 385 0 68
650.724 386 1 70
653.126 387 1 70
655.528 392 5 66
657.931 394 2 66
660.333 395 1 68
662.735 399 4 65
665.138 402 3 66
667.54 405 3 63
669.942 407 2 62
672.345 407 0 67
674.747 408 1 68
677.149 409 1 70
679.552 411 2 69
681.954 415 4 65
684.356 420 5 65
686.759 423 3 63
689.161 424 1 62
691.563 425 1 62
693.966 427 2 63
696.368 427 0 65
698.771 429 2 65
701.173 432 3 66
703.575 434 2 65
705.978 434 0 68
708.38 436 2 67
710.782 438 2 65
713.185 441 3 65
715.587 442 1 66
717.989 444 2 66
720.392 445 1 65
722.794 446 1 65
725.196 448 2 63
727.599 448 0 68
730.001 451 3 69
732.403 452 1 70
734.806 456 4 67
737.208 457 1 66
739.61 457 0 68
742.013 457 0 70
744.415 457 0 71
746.817 461 4 69
749.22 461 0 71
751.622 462 1 71
754.024 464 2 73
756.427 465 1 74
758.829 467 2 75
761.231 472 5 71
763.634 472 0 72
766.036 473 1 72
768.438 475 2 71
770.841 476 1 72
773.243 481 5 70
775.646 482 1 70
778.048 482 0 71
780.45 483 1 72
782.853 485 2 71
785.255 486 1 71
787.657 488 2 71
790.06 490 2 72
792.462 491 1 71
794.864 493 2 71
797.267 493 0 72
799.669 495 2 72
802.071 495 0 73
804.474 495 0 74
806.876 496 1 77
809.278 497 1 78
811.681 498 1 81
814.083 499 1 82
816.485 500 1 86
818.888 503 3 85
821.29 505 2 84
823.692 507 2 82
826.095 510 3 79
828.497 513 3 76
830.899 514 1 76
833.302 515 1 78
835.704 515 0 78
838.106 516 1 79
840.509 517 1 81
842.911 518 1 81
845.313 522 4 78
847.716 523 1 77
850.118 523 0 80
852.521 525 2 81
854.923 530 5 78
857.325 533 3 75
859.728 536 3 74
862.13 538 2 72
864.532 540 2 70
866.935 541 1 75
869.337 543 2 76
871.739 546 3 75
874.142 548 2 75
876.544 549 1 76
878.946 552 3 74
881.349 553 1 75
883.751 556 3 74
886.153 558 2 75
888.556 560 2 73
890.958 561 1 73
893.36 563 2 73
895.763 563 0 76
898.165 563 0 77
900.567 565 2 76
902.97 566 1 76
905.372 569 3 74
907.774 570 1 73
910.177 571 1 74
912.579 572 1 74
914.981 575 3 74
917.384 578 3 73
919.786 580 2 73
922.188 581 1 73
924.591 584 3 73
926.993 587 3 70
929.396 587 0 71
931.798 589 2 71
934.2 591 2 70
936.603 595 4 69
939.005 595 0 72
941.407 596 1 72
943.81 597 1 72
946.212 599 2 71
948.614 600 1 72
951.017 601 1 71
953.419 603 2 69
955.821 605 2 69
958.224 610 5 67
960.626 611 1 67
963.028 612 1 69
965.431 615 3 70
967.833 616 1 69
970.235 617 1 69
972.638 618 1 70
975.04 619 1 73
977.442 623 4 70
979.845 624 1 70
982.247 624 0 75
984.649 624 0 75
987.052 626 2 79
989.454 626 0 79
991.856 627 1 78
994.259 629 2 79
996.661 630 1 79
999.063 634 4 77
1001.47 635 1 77
1003.87 638 3 75
1006.27 643 5 73
1008.67 644 1 74
1011.08 645 1 74
1013.48 646 1 74
1015.88 649 3 73
1018.28 650 1 74
1020.68 650 0 76
1023.09 652 2 75
1025.49 655 3 75
1027.89 658 3 74
1030.29 662 4 74
1032.7 663 1 74
1035.1 665 2 73
1037.5 670 5 68
1039.9 674 4 65
1042.31 674 0 66
1044.71 677 3 64
1047.11 678 1 67
1049.51 680 2 68
1051.92 681 1 68
1054.32 684 3 65
1056.72 686 2 65
1059.12 688 2 64
1061.52 691 3 62
1063.93 694 3 62
1066.33 695 1 62
1068.73 695 0 63
1071.13 699 4 64
1073.54 699 0 65
1075.94 700 1 65
1078.34 706 6 61
1080.74 707 1 61
1083.15 709 2 59
1085.55 710 1 60
1087.95 711 1 60
1090.35 715 4 56
1092.75 717 2 57
1095.16 718 1 58
1097.56 719 1 59
1099.96 722 3 57
1102.36 722 0 58
1104.77 723 1 58
1107.17 723 0 59
1109.57 724 1 62
1111.97 725 1 62
1114.38 725 0 63
1116.78 725 0 65
1119.18 726 1 68
1121.58 728 2 67
1123.99 729 1 67
1126.39 729 0 67
1128.79 730 1 67
1131.19 731 1 67
1133.59 734 3 64
1136 735 1 64
1138.4 736 1 64
1140.8 738 2 64
1143.2 739 1 63
1145.61 739 0 64
1148.01 742 3 62
1150.41 743 1 63
1152.81 743 0 66
1155.22 745 2 67
1157.62 745 0 68
1160.02 747 2 70
1162.42 748 1 70
1164.83 749 1 70
1167.23 751 2 70
1169.63 754 3 67
1172.03 755 1 66
1174.43 756 1 67
1176.84 757 1 67
1179.24 757 0 68
1181.64 757 0 68
1184.04 759 2 70
1186.45 760 1 69
1188.85 760 0 74
1191.25 760 0 75
1193.65 761 1 75
1196.06 763 2 74
1198.46 764 1 77
1200.86 767 3 75
1203.26 767 0 76
1205.67 768 1 76
1208.07 772 4 72
1210.47 772 0 72
1212.87 775 3 72
1215.27 776 1 73
1217.68 776 0 75
1220.08 777 1 77
1222.48 778 1 78
1224.88 780 2 79
1227.29 781 1 82
1229.69 782 1 83
1232.09 784 2 81
1234.49 786 2 79
1236.9 787 1 79
1239.3 789 2 79
1241.7 791 2 77
1244.1 793 2 75
1246.5 797 4 72
1248.91 797 0 73
1251.31 798 1 72
1253.71 798 0 73
1256.11 799 1 73
1258.52 800 1 74
1260.92 802 2 72
1263.32 804 2 73
1265.72 808 4 69
1268.13 808 0 71
1270.53 811 3 71
1272.93 814 3 69
1275.33 814 0 72
1277.74 815 1 74
1280.14 816 1 73
1282.54 819 3 72
1284.94 819 0 72
1287.34 820 1 74
1289.75 821 1 73
1292.15 822 1 72
1294.55 824 2 70
1296.95 827 3 71
1299.36 830 3 69
1301.76 832 2 68
1304.16 834 2 67
1306.56 837 3 67
1308.97 838 1 66
1311.37 842 4 62
1313.77 843 1 62
1316.17 846 3 61
1318.58 847 1 60
1320.98 848 1 61
1323.38 849 1 63
1325.78 850 1 63
1328.18 850 0 63
1330.59 850 0 64
1332.99 852 2 64
1335.39 855 3 64
1337.79 857 2 62
1340.2 858 1 62
1342.6 863 5 58
1345 864 1 59
1347.4 867 3 57
1349.81 868 1 56
1352.21 868 0 59
1354.61 868 0 61
1357.01 870 2 60
1359.42 872 2 59
1361.82 874 2 59
1364.22 875 1 62
1366.62 875 0 63
1369.02 875 0 66
1371.43 878 3 64
1373.83 881 3 63
1376.23 881 0 65
1378.63 882 1 64
1381.04 883 1 64
1383.44 883 0 66
1385.84 883 0 67
1388.24 884 1 68
1390.65 888 4 65
1393.05 893 5 61
1395.45 894 1 61
1397.85 894 0 64
1400.25 896 2 62
1402.66 897 1 64
1405.06 897 0 68
1407.46 897 0 68
1409.86 897 0 71
1412.27 897 0 73
1414.67 898 1 72
1417.07 901 3 71
1419.47 904 3 68
1421.88 905 1 70
1424.28 908 3 68
1426.68 909 1 67
1429.08 910 1 68
1431.49 914 4 64
1433.89 918 4 60
1436.29 919 1 61
1438.69 920 1 62
1441.09 920 0 63
1443.5 920 0 63
1445.9 923 3 62
1448.3 925 2 62
1450.7 926 1 63
1453.11 926 0 64
1455.51 928 2 62
1457.91 929 1 62
1460.31 930 1 61
1462.72 932 2 60
1465.12 933 1 60
1467.52 933 0 60
1469.92 934 1 62
1472.33 935 1 61
1474.73 935 0 62
1477.13 936 1 63
1479.53 937 1 64
1481.93 942 5 60
1484.34 943 1 62
1486.74 945 2 62
1489.14 947 2 62
1491.54 948 1 62
1493.95 949 1 61
1496.35 949 0 64
1498.75 950 1 65
1501.15 951 1 66
1503.56 953 2 65
1505.96 956 3 63
1508.36 958 2 64
1510.76 960 2 65
1513.17 960 0 69
1515.57 960 0 72
1517.97 960 0 73
1520.37 961 1 74
1522.77 963 2 74
1525.18 966 3 71
1527.58 968 2 70
1529.98 969 1 74
1532.38 972 3 71
1534.79 975 3 71
1537.19 979 4 67
1539.59 981 2 66
1541.99 982 1 67
1544.4 982 0 68
1546.8 985 3 65
1549.2 986 1 65
1551.6 989 3 63
1554 992 3 62
1556.41 996 4 59
1558.81 997 1 58
1561.21 999 2 57
1563.61 1002 3 56
1566.02 1002 0 59
1568.42 1003 1 61
1570.82 1004 1 63
1573.22 1005 1 62
1575.63 1007 2 60
1578.03 1008 1 59
1580.43 1010 2 57
1582.83 1010 0 60
1585.24 1014 4 56
1587.64 1016 2 56
1590.04 1016 0 57
1592.44 1016 0 59
1594.84 1019 3 57
1597.25 1021 2 57
1599.65 1022 1 57
1602.05 1023 1 57


