Started at: Thu Nov 18 00:58:22 2021

Using random seed: 1637193502
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 0
12.0002 0 0 0
14.4002 0 0 0
16.8003 0 0 0
19.2003 0 0 0
21.6004 0 0 0
24.0005 0 0 0
26.4005 0 0 0
28.8006 0 0 0
31.2006 0 0 0
33.6004 0 0 0
36 0 0 0
38.3996 0 0 1
40.7992 0 0 2
43.1988 0 0 2
45.5984 0 0 5
47.998 0 0 5
50.3975 0 0 5
52.7971 0 0 5
55.1967 0 0 6
57.5963 0 0 6
59.9959 0 0 6
62.3955 0 0 6
64.7954 0 0 6
67.1959 0 0 6
69.5965 0 0 6
71.997 0 0 7
74.3975 0 0 8
76.798 0 0 8
79.1985 0 0 8
81.599 0 0 8
83.9995 0 0 8
86.4 0 0 9
88.8006 0 0 9
91.2011 0 0 9
93.6016 0 0 9
96.0021 0 0 9
98.4026 0 0 9
100.803 0 0 9
103.204 0 0 9
105.604 1 1 8
108.005 1 0 9
110.405 1 0 9
112.806 1 0 9
115.206 1 0 9
117.607 2 1 8
120.007 2 0 8
122.408 2 0 8
124.808 2 0 8
127.209 2 0 9
129.608 2 0 9
132.007 2 0 9
134.405 2 0 9
136.804 3 1 8
139.203 3 0 9
141.601 3 0 9
144 4 1 8
146.399 4 0 8
148.798 4 0 8
151.196 4 0 8
153.595 4 0 8
155.994 4 0 8
158.392 5 1 7
160.791 5 0 7
163.19 5 0 8
165.588 5 0 8
167.987 5 0 8
170.386 5 0 8
172.784 6 1 7
175.183 6 0 7
177.582 7 1 6
179.98 7 0 6
182.379 7 0 6
184.778 7 0 6
187.176 7 0 6
189.575 7 0 6
191.974 7 0 6
194.372 7 0 7
196.771 7 0 7
199.17 7 0 7
201.568 7 0 7
203.967 7 0 8
206.366 7 0 8
208.765 7 0 8
211.163 7 0 8
213.562 8 1 7
215.961 8 0 7
218.359 8 0 7
220.758 8 0 8
223.157 8 0 8
225.555 8 0 8
227.954 8 0 8
230.353 8 0 8
232.751 8 0 8
235.15 8 0 8
237.549 8 0 8
239.947 9 1 7
242.346 9 0 7
244.745 9 0 7
247.143 9 0 7
249.542 9 0 7
251.941 9 0 7
254.339 9 0 7
256.739 9 0 7
259.142 9 0 7
261.544 9 0 7
263.946 9 0 7
266.349 9 0 7
268.751 9 0 7
271.153 9 0 7
273.556 9 0 7
275.958 9 0 7
278.36 9 0 7
280.763 9 0 8
283.165 10 1 7
285.567 10 0 8
287.97 11 1 7
290.372 11 0 7
292.774 11 0 7
295.177 11 0 7
297.579 11 0 7
299.981 11 0 8
302.384 11 0 8
304.786 11 0 9
307.189 11 0 9
309.591 11 0 9
311.993 12 1 8
314.396 12 0 8
316.798 12 0 8
319.2 12 0 8
321.603 12 0 8
324.005 13 1 7
326.407 13 0 7
328.81 13 0 7
331.212 13 0 7
333.614 14 1 6
336.017 14 0 6
338.419 14 0 6
340.821 14 0 6
343.224 14 0 6
345.626 14 0 7
348.028 14 0 7
350.431 14 0 7
352.833 14 0 7
355.235 14 0 7
357.638 14 0 7
360.04 14 0 7
362.442 14 0 7
364.845 14 0 8
367.247 14 0 9
369.649 15 1 8
372.052 16 1 7
374.454 16 0 7
376.856 16 0 7
379.259 16 0 7
381.661 16 0 7
384.064 16 0 7
386.466 16 0 7
388.868 16 0 7
391.271 16 0 7
393.673 16 0 7
396.075 16 0 7
398.478 16 0 7
400.88 16 0 8
403.282 16 0 8
405.685 16 0 8
408.087 16 0 8
410.489 16 0 8
412.892 17 1 8
415.294 17 0 8
417.696 17 0 8
420.099 17 0 8
422.501 17 0 8
424.903 17 0 8
427.306 17 0 8
429.708 17 0 8
432.11 17 0 9
434.513 17 0 9
436.915 17 0 9
439.317 17 0 10
441.72 18 1 9
444.122 18 0 9
446.524 18 0 9
448.927 18 0 9
451.329 18 0 9
453.731 19 1 8
456.134 19 0 8
458.536 19 0 8
460.939 19 0 8
463.341 19 0 8
465.743 19 0 8
468.146 19 0 8
470.548 19 0 9
472.95 19 0 9
475.353 19 0 9
477.755 19 0 9
480.157 19 0 9
482.56 19 0 9
484.962 19 0 9
487.364 20 1 8
489.767 20 0 8
492.169 20 0 8
494.571 20 0 8
496.974 20 0 8
499.376 21 1 7
501.778 21 0 7
504.181 21 0 7
506.583 21 0 7
508.985 21 0 7
511.388 21 0 7
513.79 21 0 7
516.192 21 0 7
518.595 21 0 7
520.997 21 0 8
523.399 21 0 8
525.802 21 0 8
528.204 21 0 8
530.606 21 0 8
533.009 21 0 8
535.411 21 0 8
537.813 21 0 8
540.216 21 0 8
542.618 21 0 8
545.021 21 0 8
547.423 21 0 8
549.825 21 0 9
552.228 21 0 9
554.63 21 0 9
557.032 21 0 9
559.435 21 0 10
561.837 21 0 10
564.239 22 1 9
566.642 22 0 9
569.044 22 0 9
571.446 22 0 9
573.849 23 1 8
576.251 23 0 8
578.653 23 0 8
581.056 23 0 8
583.458 23 0 8
585.86 24 1 7
588.263 24 0 8
590.665 24 0 8
593.067 24 0 8
595.47 24 0 8
597.872 24 0 8
600.274 24 0 9
602.677 24 0 9
605.079 24 0 9
607.481 24 0 9
609.884 24 0 9
612.286 24 0 9
614.688 24 0 9
617.091 24 0 9
619.493 24 0 9
621.896 24 0 10
624.298 24 0 10
626.7 24 0 10
629.103 24 0 10
631.505 24 0 10
633.907 24 0 10
636.31 24 0 11
638.712 24 0 11
641.114 24 0 11
643.517 24 0 11
645.919 24 0 11
648.321 24 0 11
650.724 24 0 11
653.126 24 0 12
655.528 24 0 12
657.931 25 1 11
660.333 25 0 11
662.735 26 1 10
665.138 26 0 10
667.54 27 1 10
669.942 27 0 10
672.345 27 0 10
674.747 27 0 10
677.149 27 0 10
679.552 27 0 10
681.954 27 0 10
684.356 27 0 10
686.759 27 0 10
689.161 27 0 11
691.563 27 0 11
693.966 27 0 11
696.368 27 0 11
698.771 27 0 11
701.173 27 0 12
703.575 27 0 12
705.978 27 0 12
708.38 27 0 13
710.782 27 0 14
713.185 27 0 14
715.587 27 0 14
717.989 27 0 14
720.392 27 0 14
722.794 27 0 14
725.196 28 1 13
727.599 29 1 12
730.001 29 0 12
732.403 30 1 12
734.806 30 0 12
737.208 30 0 12
739.61 30 0 12
742.013 30 0 12
744.415 30 0 12
746.817 30 0 12
749.22 30 0 12
751.622 30 0 12
754.024 30 0 12
756.427 30 0 12
758.829 30 0 12
761.231 30 0 12
763.634 31 1 11
766.036 31 0 11
768.438 32 1 10
770.841 32 0 10
773.243 33 1 9
775.646 33 0 9
778.048 33 0 9
780.45 33 0 10
782.853 33 0 10
785.255 33 0 10
787.657 33 0 10
790.06 33 0 10
792.462 33 0 10
794.864 34 1 9
797.267 34 0 9
799.669 34 0 9
802.071 34 0 9
804.474 34 0 9
806.876 34 0 9
809.278 34 0 10
811.681 34 0 10
814.083 35 1 9
816.485 35 0 9
818.888 35 0 9
821.29 35 0 9
823.692 35 0 9
826.095 35 0 9
828.497 35 0 9
830.899 35 0 9
833.302 35 0 9
835.704 35 0 9
838.106 35 0 9
840.509 35 0 9
842.911 35 0 9
845.313 35 0 9
847.716 36 1 9
850.118 36 0 9
852.521 37 1 8
854.923 38 1 7
857.325 38 0 7
859.728 38 0 7
862.13 38 0 7
864.532 38 0 7
866.935 38 0 7
869.337 39 1 6
871.739 39 0 6
874.142 39 0 6
876.544 39 0 6
878.946 39 0 6
881.349 39 0 6
883.751 39 0 6
886.153 39 0 6
888.556 39 0 6
890.958 39 0 7
893.36 39 0 7
895.763 39 0 7
898.165 39 0 7
900.567 39 0 7
902.97 39 0 8
905.372 39 0 8
907.774 39 0 8
910.177 39 0 9
912.579 40 1 8
914.981 40 0 8
917.384 40 0 8
919.786 40 0 9
922.188 40 0 9
924.591 40 0 9
926.993 40 0 9
929.396 40 0 9
931.798 41 1 8
934.2 41 0 8
936.603 41 0 8
939.005 42 1 7
941.407 42 0 8
943.81 42 0 8
946.212 42 0 9
948.614 42 0 9
951.017 42 0 10
953.419 42 0 10
955.821 43 1 9
958.224 43 0 9
960.626 43 0 9
963.028 44 1 8
965.431 44 0 8
967.833 44 0 9
970.235 44 0 9
972.638 44 0 9
975.04 44 0 9
977.442 44 0 9
979.845 44 0 9
982.247 44 0 10
984.649 44 0 10
987.052 44 0 10
989.454 44 0 10
991.856 44 0 10
994.259 44 0 10
996.661 44 0 10
999.063 44 0 10
1001.47 44 0 10
1003.87 45 1 9
1006.27 45 0 9
1008.67 46 1 9
1011.08 46 0 9
1013.48 47 1 8
1015.88 47 0 8
1018.28 47 0 8
1020.68 47 0 8
1023.09 47 0 9
1025.49 47 0 9
1027.89 47 0 9
1030.29 47 0 9
1032.7 47 0 9
1035.1 47 0 10
1037.5 47 0 10
1039.9 48 1 9
1042.31 48 0 9
1044.71 49 1 8
1047.11 49 0 8
1049.51 49 0 8
1051.92 49 0 9
1054.32 49 0 9
1056.72 50 1 9
1059.12 50 0 9
1061.52 50 0 9
1063.93 50 0 9
1066.33 50 0 9
1068.73 50 0 9
1071.13 50 0 9
1073.54 50 0 9
1075.94 50 0 9
1078.34 50 0 9
1080.74 51 1 9
1083.15 51 0 9
1085.55 51 0 9
1087.95 51 0 9
1090.35 51 0 9
1092.75 51 0 9
1095.16 51 0 9
1097.56 51 0 9
1099.96 51 0 9
1102.36 51 0 9
1104.77 52 1 8
1107.17 52 0 8
1109.57 52 0 8
1111.97 53 1 7
1114.38 53 0 7
1116.78 53 0 7
1119.18 53 0 7
1121.58 53 0 7
1123.99 53 0 7
1126.39 54 1 6
1128.79 54 0 6
1131.19 54 0 6
1133.59 54 0 6
1136 54 0 6
1138.4 54 0 6
1140.8 54 0 7
1143.2 54 0 7
1145.61 54 0 7
1148.01 54 0 7
1150.41 54 0 7
1152.81 54 0 8
1155.22 54 0 8
1157.62 54 0 8
1160.02 54 0 8
1162.42 54 0 8
1164.83 54 0 8
1167.23 54 0 8
1169.63 54 0 8
1172.03 54 0 8
1174.43 54 0 8
1176.84 54 0 8
1179.24 54 0 8
1181.64 54 0 8
1184.04 54 0 9
1186.45 54 0 10
1188.85 54 0 10
1191.25 54 0 10
1193.65 54 0 10
1196.06 54 0 11
1198.46 54 0 11
1200.86 54 0 11
1203.26 54 0 11
1205.67 54 0 12
1208.07 54 0 12
1210.47 54 0 12
1212.87 54 0 12
1215.27 54 0 12
1217.68 55 1 11
1220.08 55 0 11
1222.48 55 0 11
1224.88 55 0 11
1227.29 55 0 11
1229.69 55 0 11
1232.09 55 0 11
1234.49 55 0 11
1236.9 55 0 11
1239.3 55 0 12
1241.7 55 0 12
1244.1 55 0 12
1246.5 55 0 12
1248.91 55 0 12
1251.31 56 1 11
1253.71 56 0 11
1256.11 56 0 11
1258.52 56 0 11
1260.92 57 1 10
1263.32 57 0 10
1265.72 57 0 10
1268.13 57 0 10
1270.53 57 0 10
1272.93 57 0 10
1275.33 57 0 10
1277.74 57 0 11
1280.14 58 1 10
1282.54 58 0 10
1284.94 58 0 10
1287.34 58 0 10
1289.75 58 0 10
1292.15 58 0 10
1294.55 58 0 11
1296.95 58 0 11
1299.36 58 0 12
1301.76 58 0 12
1304.16 58 0 12
1306.56 59 1 11
1308.97 59 0 11
1311.37 59 0 11
1313.77 59 0 11
1316.17 59 0 11
1318.58 59 0 11
1320.98 59 0 11
1323.38 59 0 11
1325.78 60 1 11
1328.18 60 0 11
1330.59 60 0 11
1332.99 60 0 11
1335.39 61 1 10
1337.79 61 0 10
1340.2 61 0 10
1342.6 62 1 9
1345 63 1 8
1347.4 64 1 7
1349.81 65 1 6
1352.21 65 0 6
1354.61 65 0 6
1357.01 65 0 6
1359.42 65 0 6
1361.82 65 0 6
1364.22 65 0 6
1366.62 65 0 7
1369.02 65 0 7
1371.43 65 0 7
1373.83 65 0 7
1376.23 66 1 6
1378.63 66 0 6
1381.04 66 0 6
1383.44 67 1 5
1385.84 67 0 5
1388.24 67 0 5
1390.65 67 0 5
1393.05 67 0 5
1395.45 67 0 6
1397.85 67 0 6
1400.25 67 0 7
1402.66 67 0 7
1405.06 67 0 7
1407.46 67 0 7
1409.86 67 0 8
1412.27 67 0 8
1414.67 67 0 8
1417.07 67 0 8
1419.47 67 0 8
1421.88 67 0 8
1424.28 67 0 8
1426.68 67 0 8
1429.08 68 1 7
1431.49 68 0 7
1433.89 68 0 8
1436.29 68 0 8
1438.69 69 1 7
1441.09 69 0 7
1443.5 69 0 8
1445.9 69 0 9
1448.3 69 0 9
1450.7 69 0 9
1453.11 69 0 9
1455.51 69 0 10
1457.91 69 0 11
1460.31 69 0 11
1462.72 70 1 10
1465.12 70 0 10
1467.52 70 0 10
1469.92 70 0 10
1472.33 70 0 10
1474.73 70 0 10
1477.13 70 0 10
1479.53 70 0 10
1481.93 70 0 10
1484.34 70 0 10
1486.74 71 1 9
1489.14 71 0 9
1491.54 71 0 9
1493.95 71 0 9
1496.35 71 0 9
1498.75 71 0 9
1501.15 71 0 9
1503.56 71 0 9
1505.96 71 0 9
1508.36 71 0 9
1510.76 71 0 9
1513.17 71 0 10
1515.57 71 0 10
1517.97 71 0 10
1520.37 71 0 11
1522.77 72 1 11
1525.18 73 1 10
1527.58 73 0 10
1529.98 73 0 10
1532.38 73 0 10
1534.79 73 0 11
1537.19 73 0 12
1539.59 73 0 12
1541.99 73 0 12
1544.4 73 0 12
1546.8 73 0 12
1549.2 73 0 12
1551.6 73 0 13
1554 73 0 13
1556.41 73 0 13
1558.81 73 0 13
1561.21 73 0 13
1563.61 73 0 13
1566.02 74 1 12
1568.42 74 0 12
1570.82 74 0 12
1573.22 75 1 11
1575.63 75 0 12
1578.03 75 0 12
1580.43 75 0 12
1582.83 77 2 10
1585.24 78 1 9
1587.64 78 0 9
1590.04 78 0 9
1592.44 78 0 9
1594.84 78 0 9
1597.25 78 0 9
1599.65 78 0 9
1602.05 78 0 9


